row_label_raw,row_label_full,col_0,Năm 2017(VND),Từ 15/01/2016đến 31/12/2016(VND),numeric__Năm 2017(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND)
Lãi tiền vay,Lãi tiền vay,Lãi tiền vay,837.653.420.264,846.531.743.267,837653420264.0,846531743267.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,151.021.238.659,196.201.435.284,151021238659.0,196201435284.0
Giảm chi phí tài chính do treo lại khoản chênh lệch tỷ giá đề phân bổ 5 năm,Giảm chi phí tài chính do treo lại khoản chênh lệch tỷ giá đề phân bổ 5 năm,Giảm chi phí tài chính do treo lại khoản chênh lệch tỷ giá đề phân bổ 5 năm,-,(591.217.754.682),,-591217754682.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,32.166.956.473,1.075.200.000,32166956473.0,1075200000.0
Dự phòng (hoàn nhập dự phòng) giảm giá đầu tư tài chính dài hạn,Dự phòng (hoàn nhập dự phòng) giảm giá đầu tư tài chính dài hạn,Dự phòng (hoàn nhập dự phòng) giảm giá đầu tư tài chính dài hạn,(101.607.364.483),187.618.800.283,-101607364483.0,187618800283.0
Cộng,Cộng,Cộng,919.234.250.913,641.506.277.922,919234250913.0,641506277922.0
