row_label_raw,row_label_full,Chỉ tiêu,Quá hạn > Triệu VND,Không chịu lãi > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Dưới 01 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ 01 đến 03 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 03 đến 06 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 06 đến 12 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 01 đến 05 năm > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Trên 05 năm > Triệu VND,Tổng > Triệu VND,numeric__Quá hạn > Triệu VND,numeric__Không chịu lãi > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Dưới 01 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ 01 đến 03 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 03 đến 06 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 06 đến 12 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 01 đến 05 năm > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Trên 05 năm > Triệu VND,numeric__Tổng > Triệu VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,,,,,,,
I,NỘ PHẢI TRẢ > I,I,Tiền gửi và vay từ NHNN và các TCTD khác,-,7.002.963,6.229.000,-,-,11.110,136.427,13.379.500,,,7002963.0,6229000.0,,,11110.0,136427.0,13379500.0
II,NỘ PHẢI TRẢ > II,II,Tiền gửi của khách hàng,-,57.744,4.789.894,1.203.253,10.387.797,12.136.410,25.095.187,32.894.691,,,57744.0,4789894.0,1203253.0,10387797.0,12136410.0,25095187.0,32894691.0
IV,NỘ PHẢI TRẢ > IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",-,-,-,-,-,-,3.120,-,,,,,,,,3120.0,
V,NỘ PHẢI TRẢ > V,V,Phát hành giấy tờ có giá,-,-,-,-,-,-,4.889.835,1.000.000,,,,,,,,4889835.0,1000000.0
VI,NỘ PHẢI TRẢ > VI,VI,Các khoản nợ khác,-,3.113.443,-,-,-,-,-,-,,,3113443.0,,,,,,
Tổng nợ phải trả,NỘ PHẢI TRẢ > Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,-,3.171.187,11.792.857,7.432.253,10.387.797,12.136.410,29.999.252,34.031.118,,,3171187.0,11792857.0,7432253.0,10387797.0,12136410.0,29999252.0,34031118.0
Mức chênh nhạy cảm với lãi suất nội bằng,NỘ PHẢI TRẢ > Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,672.410,1.344.310,303.903,1.682.025,2.089.927,1.907.942,678.544,514.311,,672410.0,1344310.0,303903.0,1682025.0,2089927.0,1907942.0,678544.0,514311.0
