row_label_raw,row_label_full,col_0,"Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,Khác,Khác_1,Hoạt động chung không phân bổ,Hoạt động chung không phân bổ_1,Tổng cộng,Tổng cộng_1,"numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,numeric__Khác,numeric__Khác_1,numeric__Hoạt động chung không phân bổ,numeric__Hoạt động chung không phân bổ_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,Năm nay/Cuối năm,Năm trước/ Đầu năm,Năm nay/Cuối năm,Năm trước/ Đầu năm,Năm nay/Cuối năm,Năm trước/ Đầu năm,Năm nay/Cuối năm,Năm trước/ Đầu năm,Năm nay/Cuối năm,Năm trước/ Đầu năm,,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,,
III. Tài sản (*),III. Tài sản (*),III. Tài sản (*),114.239.494,105.071.238,459.160,534.160,40.311,57.622,3.405.281,3.358.491,118.144.246,109.021.511,114239494.0,105071238.0,459160.0,534160.0,40311.0,57622.0,3405281.0,3358491.0,118144246.0,109021511.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,-,-,-,-,-,-,638.123,568.389,638.123,568.389,,,,,,,638123.0,568389.0,638123.0,568389.0
2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,-,-,-,-,-,-,730.267,495.075,730.267,495.075,,,,,,,730267.0,495075.0,730267.0,495075.0
3. Tiền gửi và cho vay các TCTD khác,3. Tiền gửi và cho vay các TCTD khác,3. Tiền gửi và cho vay các TCTD khác,11.317.409,11.070.528,-,-,-,-,1.061.966,1.450.028,12.379.375,12.520.556,11317409.0,11070528.0,,,,,1061966.0,1450028.0,12379375.0,12520556.0
4. Chứng khoán kinh doanh,4. Chứng khoán kinh doanh,4. Chứng khoán kinh doanh,7.700.000,3.000.000,136.500,136.500,-,-,-,-,7.836.500,3.136.500,7700000.0,3000000.0,136500.0,136500.0,,,,,7836500.0,3136500.0
5. Các công cụ tài chínhphái sinh và các tài sản tài chính khác,5. Các công cụ tài chínhphái sinh và các tài sản tài chính khác,5. Các công cụ tài chínhphái sinh và các tài sản tài chính khác,-,-,-,-,9.739,27.641,-,-,9.739,27.641,,,,,9739.0,27641.0,,,9739.0,27641.0
6. Cho vay khách hàng,6. Cho vay khách hàng,6. Cho vay khách hàng,79.440.423,72.933.312,-,-,-,-,-,-,79.440.423,72.933.312,79440423.0,72933312.0,,,,,,,79440423.0,72933312.0
7. Chứng khoán đầu tư,7. Chứng khoán đầu tư,7. Chứng khoán đầu tư,13.232.445,15.109.584,-,-,-,-,-,-,13.232.445,15.109.584,13232445.0,15109584.0,,,,,,,13232445.0,15109584.0
"8. Góp vốn, đầu tư dài hạn","8. Góp vốn, đầu tư dài hạn","8. Góp vốn, đầu tư dài hạn",-,-,322.660,397.660,-,-,-,-,322.660,397.660,,,322660.0,397660.0,,,,,322660.0,397660.0
9. Tài sản cổ định,9. Tài sản cổ định,9. Tài sản cổ định,-,-,-,-,-,-,722.039,665.955,722.039,665.955,,,,,,,722039.0,665955.0,722039.0,665955.0
10. Tài sản Có khác,10. Tài sản Có khác,10. Tài sản Có khác,2.549.217,2.957.814,-,-,30.572,29.981,252.886,179.044,2.832.675,3.166.839,2549217.0,2957814.0,,,30572.0,29981.0,252886.0,179044.0,2832675.0,3166839.0
