row_label_raw,row_label_full,Chỉ tiêu > Số dư đầu năm > Tăng trong năm > Tăng vốn trong năm (ii) > Lợi nhuận tăng trong năm > Trích bổ sung các quỹ từ lợi nhuận năm trước (i) > Giảm trong năm > Trích bổ sung các quỹ từ lợi nhuận năm trước (i),Vốn góp/Vốn điều lệ > Triệu VND > 6.500.000 > 585.000 > -,Thặng dư vốn cổ phần > Triệu VND > 7.398 > -,Quỹ Đầu tư phát triển > Triệu VND > 564 > -,Quỹ Dự phòng tài chính > Triệu VND > 337.471 > 74.649 > - > 74.649 > -,Quỹ dự trữ bổ sung vốn điều lệ > Triệu VND > 148.474 > 37.324 > - > 37.324 > -,Lợi nhuận sau thuế > Triệu VND > 811.688 > 585.152 > - > 585.152 > - > (736.170) > (151.170),Cộng > Triệu VND > 7.805.595 > 1.282.125 > 585.000 > 585.152 > 111.973 > (736.170) > (151.170),numeric__Vốn góp/Vốn điều lệ > Triệu VND > 6.500.000 > 585.000 > -,numeric__Thặng dư vốn cổ phần > Triệu VND > 7.398 > -,numeric__Quỹ Đầu tư phát triển > Triệu VND > 564 > -,numeric__Quỹ Dự phòng tài chính > Triệu VND > 337.471 > 74.649 > - > 74.649 > -,numeric__Quỹ dự trữ bổ sung vốn điều lệ > Triệu VND > 148.474 > 37.324 > - > 37.324 > -,numeric__Lợi nhuận sau thuế > Triệu VND > 811.688 > 585.152 > - > 585.152 > - > (736.170) > (151.170),numeric__Cộng > Triệu VND > 7.805.595 > 1.282.125 > 585.000 > 585.152 > 111.973 > (736.170) > (151.170)
Chia cổ tức (ii),Chia cổ tức (ii),Chia cổ tức (ii),-,-,-,-,-,(585.000),(585.000),,,,,,-585000.0,-585000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,7.085.000,7.398,564,412.120,185.798,660.670,8.351.550,7085000.0,7398.0,564.0,412120.0,185798.0,660670.0,8351550.0
