row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,2.761,2.724,2761.0,2724.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,1.480.573,1.317.560,1480573.0,1317560.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.284.273,1.173.047,1284273.0,1173047.0
- Các khoản chỉ đóng góp theo lương,- Các khoản chỉ đóng góp theo lương,- Các khoản chỉ đóng góp theo lương,109.793,94.037,109793.0,94037.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,86.507,50.476,86507.0,50476.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,534.881,471.573,534881.0,471573.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,286.179,243.219,286179.0,243219.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,125.226,111.475,125226.0,111475.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,70.270,75.404,70270.0,75404.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,53.206,41.475,53206.0,41475.0
Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,989.159,811.020,989159.0,811020.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",497.354,379.009,497354.0,379009.0
- Công tác phí,- Công tác phí,- Công tác phí,44.910,46.199,44910.0,46199.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,354,434,354.0,434.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,446.541,385.378,446541.0,385378.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",112.597,113.315,112597.0,113315.0
"Hoàn nhập dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Hoàn nhập dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Hoàn nhập dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)",(1.618),(101.768),-1618.0,-101768.0
- Chi phí/(hoàn nhập) dự phòng rủi ro tài sản Có khác (Thuyết minh 14.4),- Chi phí/(hoàn nhập) dự phòng rủi ro tài sản Có khác (Thuyết minh 14.4),- Chi phí/(hoàn nhập) dự phòng rủi ro tài sản Có khác (Thuyết minh 14.4),272,(10.104),272.0,-10104.0
- Hoàn nhập dự phòng giảm giá đầu tư dài hạn (Thuyết minh 12.2),- Hoàn nhập dự phòng giảm giá đầu tư dài hạn (Thuyết minh 12.2),- Hoàn nhập dự phòng giảm giá đầu tư dài hạn (Thuyết minh 12.2),(1.890),(91.664),-1890.0,-91664.0
,,,3.118.353,2.614.424,3118353.0,2614424.0
