row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,numeric__Các giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Các giao dịch,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,,,
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Tiền gửi thanh toán,(114.057),(189.689),,-114057.0,-189689.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Tiền gửi có kỳ hạn,(212.332),(964.617),,-212332.0,-964617.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Tiền gửi ký quỹ,(76.292),(47),,-76292.0,-47.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cho vay,248.940,1.011.620,,248940.0,1011620.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Dự thu lãi cho vay,535,26.633,,535.0,26633.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Chứng khoán nợ sẵn sàng để bán,-,350.000,,,350000.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Dự thu lãi chứng khoán nợsẵn sàng để bán,-,23.905,,,23905.0
"Các công tyNgân hàng đầu tư,góp vốn","Bên liên quan > Các công tyNgân hàng đầu tư,góp vốn","Các công tyNgân hàng đầu tư,góp vốn",Tiền gửi thanh toán vàvốn chuyên dụng,(2.674.692),(416.341),,-2674692.0,-416341.0
"Các công tyNgân hàng đầu tư,góp vốn","Bên liên quan > Các công tyNgân hàng đầu tư,góp vốn","Các công tyNgân hàng đầu tư,góp vốn",Tiền gửi có kỳ hạn,(643.381),(1.509.628),,-643381.0,-1509628.0
"Các công tyNgân hàng đầu tư,góp vốn","Bên liên quan > Các công tyNgân hàng đầu tư,góp vốn","Các công tyNgân hàng đầu tư,góp vốn",Tiền gửi ký quỹ,(2),(2),,-2.0,-2.0
"Các công tyNgân hàng đầu tư,góp vốn","Bên liên quan > Các công tyNgân hàng đầu tư,góp vốn","Các công tyNgân hàng đầu tư,góp vốn",Cho vay,1.371.134,1.224.055,,1371134.0,1224055.0
"Các công tyNgân hàng đầu tư,góp vốn","Bên liên quan > Các công tyNgân hàng đầu tư,góp vốn","Các công tyNgân hàng đầu tư,góp vốn",Dự thu lãi cho vay,931,699,,931.0,699.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Tiền gửi thanh toán,(415.647),(500.436),,-415647.0,-500436.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Tiền gửi có kỳ hạn,(536.600),(289.100),,-536600.0,-289100.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Dự chi lãi tiền gửi,(121),(879),,-121.0,-879.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Cho vay,450.000,380.000,,450000.0,380000.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Dự thu lãi cho vay,37.202,30.778,,37202.0,30778.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Tạm ứng góp vốn,300.000,-,,300000.0,
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Giấy tờ có giá,1.200.000,600.000,,1200000.0,600000.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Lãi dự thu đầu tư vào giấy tờ có glá,12.708,2.825,,12708.0,2825.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Cảm kết trong giao dịch hoán đốitiền tệ,926.800,463.800,,926800.0,463800.0
Các công ty con,Bên liên quan > Các công ty con,Các công ty con,Lãi phải trả giao dịch hoán đối tiên tệ,14.572,11.469,,14572.0,11469.0
