row_label_raw,row_label_full,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2019,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2019,Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2019,Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2019,numeric__Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2019,numeric__Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Nợ phải trảTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2019
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,3.301.580,5.525,-,3301580.0,5525.0,
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,31.558.104,39.473,-,31558104.0,39473.0,
,,,34.859.684,44.998,-,34859684.0,44998.0,
Số thuần,Số thuần,Số thuần,,44.998,,,44998.0,
Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,2.884.973,-,1.142,2884973.0,,1142.0
Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,33.039.766,228.205,-,33039766.0,228205.0,
,,,35.924.739,228.205,1.142,35924739.0,228205.0,1142.0
Số thuần,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018 > Số thuần,Số thuần,,227.063,,,227063.0,
