row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,405.416,270.998,405416.0,270998.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,308.804,184.209,308804.0,184209.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,18.221,16.879,18221.0,16879.0
Thu phí dịch vụ bảo quản tài sản,Thu phí dịch vụ bảo quản tài sản,Thu phí dịch vụ bảo quản tài sản,283,3.546,283.0,3546.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,230,202,230.0,202.0
Thu khác,Thu khác,Thu khác,77.878,66.162,77878.0,66162.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(195.699),(101.194),-195699.0,-101194.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(153.981),(71.946),-153981.0,-71946.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(12.325),(11.447),-12325.0,-11447.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(11.594),(79),-11594.0,-79.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(5.215),(4.119),-5215.0,-4119.0
Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,(2.713),(661),-2713.0,-661.0
Chi khác,Chi khác,Chi khác,(9.871),(12.942),-9871.0,-12942.0
,,,209.717,169.804,209717.0,169804.0
