row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,61.869,8.565,61869.0,8565.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,76.324.625,74.115.137,76324625.0,74115137.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,6.981.635,4.414.221,6981635.0,4414221.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,6.570.181,3.471.919,6570181.0,3471919.0
- Cam kết giao dịch hoán đối,- Cam kết giao dịch hoán đối,- Cam kết giao dịch hoán đối,62.772.809,66.228.997,62772809.0,66228997.0
Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,Cam kết trong nghiệp vụ thư tín dụng,4.975.700,5.025.160,4975700.0,5025160.0
- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,- Thư tín dụng trả ngay,1.338.185,1.528.934,1338185.0,1528934.0
- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,- Thư tín dụng trả chậm,3.637.515,3.496.226,3637515.0,3496226.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,4.610.343,3.617.557,4610343.0,3617557.0
- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,- Cam kết bảo lãnh thanh toán,2.876.646,1.446.789,2876646.0,1446789.0
- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,- Cam kết bảo lãnh thực hiện hợp đồng,546.017,668.807,546017.0,668807.0
- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,- Cam kết bảo lãnh dự thầu,77.131,35.161,77131.0,35161.0
- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,- Cam kết bảo lãnh khác,1.110.549,1.466.800,1110549.0,1466800.0
Cam kết khác,Cam kết khác,Cam kết khác,5.019.770,2.698.939,5019770.0,2698939.0
,,,90.992.307,85.465.358,90992307.0,85465358.0
Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,Trừ: Tiền ký quỹ,(299.024),(413.704),-299024.0,-413704.0
Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,Nghĩa vụ nợ tiềm ăn và các cam kết đưa ra,90.693.283,85.051.654,90693283.0,85051654.0
