row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
Tiền mặt và vàng,TÀI SẢN > Tiền mặt và vàng,Tiền mặt và vàng,4,2.004.370,2.096.192,4.0,2004370.0,2096192.0
Tiền gửi tại Ngân hàng Nhà nước Việt Nam,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,3.802.885,5.310.253,5.0,3802885.0,5310253.0
"Tiền gửi tại và cho vay các tổ chức tin dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi tại và cho vay các tổ chức tin dụng (""TCTD"") khác","Tiền gửi tại và cho vay các tổ chức tin dụng (""TCTD"") khác",,24.966.897,32.634.552,,24966897.0,32634552.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,6.1,23.706.897,30.524.170,61.0,23706897.0,30524170.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,6.2,1.260.000,2.110.382,62.0,1260000.0,2110382.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,7,5.093.488,2.596.626,7.0,5093488.0,2596626.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,5.100.988,2.603.376,,5100988.0,2603376.0
Dự phòng rủi ro chứng khoán kinh doanh,TÀI SẢN > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,(7.500),(6.750),,-7500.0,-6750.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,44.998,227.063,8.0,44998.0,227063.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,132.490.918,111.481.099,,132490918.0,111481099.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,133.742.672,112.478.936,9.0,133742672.0,112478936.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,10.1,(1.251.754),(997.837),101.0,-1251754.0,-997837.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,36.791.894,43.294.913,,36791894.0,43294913.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,11.1,16.499.443,26.354.996,111.0,16499443.0,26354996.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,,20.696.368,17.888.621,,20696368.0,17888621.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,11.5,(403.917),(948.704),115.0,-403917.0,-948704.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",,1.056.509,1.054.619,,1056509.0,1054619.0
Đầu tư vào các công ty con,TÀI SẢN > Đầu tư vào các công ty con,Đầu tư vào các công ty con,12.1,889.688,889.688,121.0,889688.0,889688.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,185.117,185.117,,185117.0,185117.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,12.2,(18.296),(20.186),122.0,-18296.0,-20186.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,868.304,1.578.007,,868304.0,1578007.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,13.1,500.290,536.329,131.0,500290.0,536329.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,1.086.187,1.086.447,,1086187.0,1086447.0
Khấu hao tài sản cố định,TÀI SẢN > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(585.897),(550.118),,-585897.0,-550118.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,13.2,368.014,1.041.678,132.0,368014.0,1041678.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,535.151,1.200.904,,535151.0,1200904.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(167.137),(159.226),,-167137.0,-159226.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,11.213.442,6.139.055,,11213442.0,6139055.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,14.1,6.883.831,1.741.326,141.0,6883831.0,1741326.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",14.2,3.006.300,3.375.692,142.0,3006300.0,3375692.0
Tài sản thuế TNDN hoãn lại,TÀI SẢN > Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,21.2,2.413,-,212.0,2413.0,
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,14.3,1.360.491,1.061.358,143.0,1360491.0,1061358.0
