row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,74.042.414,"55,36",62.568.265,"55,63",74042414.0,55.36,62568265.0,55.63
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,38.574.197,"28,84",33.584.239,"29,86",38574197.0,28.84,33584239.0,29.86
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,29.870.400,"22,33",24.016.754,"21,35",29870400.0,22.33,24016754.0,21.35
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,1.977.617,"1,48",2.137.205,"1,90",1977617.0,1.48,2137205.0,1.9
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,1.688.542,"1,26",383.636,"0,34",1688542.0,1.26,383636.0,0.34
Hộ kinh doanh,Hộ kinh doanh,Hộ kinh doanh,1.251.797,"0,94",1.364.613,"1,21",1251797.0,0.94,1364613.0,1.21
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong điều lệ của công ty,335.511,"0,25",368.811,"0,33",335511.0,0.25,368811.0,0.33
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,133.472,"0,10",210.380,"0,19",133472.0,0.1,210380.0,0.19
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,66.895,"0,05",36.838,"0,03",66895.0,0.05,36838.0,0.03
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,6.815,"0,01",401.011,"0,36",6815.0,0.01,401011.0,0.36
Khác,Khác,Khác,137.168,"0,10",64.778,"0,06",137168.0,0.1,64778.0,0.06
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,59.700.258,"44,64",49.910.671,"44,37",59700258.0,44.64,49910671.0,44.37
,,,133.742.672,"100,00",112.478.936,"100,00",133742672.0,100.0,112478936.0,100.0
