row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,16.413.673,13.352.582,,16413673.0,13352582.0
Chi phí lãi và các chi phí tương tự đã trả,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(9.140.991),(8.078.197),,-9140991.0,-8078197.0
Thu nhập từ hoạt động dịch vụ nhận được,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,194.945,169.804,,194945.0,169804.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,560.730,804.035,,560730.0,804035.0
Thu nhập khác,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,99.491,85.485,,99491.0,85485.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",29,86.275,91.447,29.0,86275.0,91447.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(3.572.425),(2.645.636),,-3572425.0,-2645636.0
Tiền thuế thu nhập thực nộp trong năm,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,,(649.806),(588.711),,-649806.0,-588711.0
Lưu chuyển tiền thuần tử hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần tử hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần tử hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,3.991.892,3.190.809,,3991892.0,3190809.0
Những thay đổi về tài sản hoạt động,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,(22.225.698),(11.501.706),,-22225698.0,-11501706.0
(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,(Tăng)/giảm các khoản tiền gửi tại và cho vay các TCTD khác,,(429.618),255.618,,-429618.0,255618.0
Giảm các khoản về kinh doanh chứng khoán,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm các khoản về kinh doanh chứng khoán,Giảm các khoản về kinh doanh chứng khoán,,4.302.953,4.529.903,,4302953.0,4529903.0
Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,LUPU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,182.065,(227.063),,182065.0,-227063.0
