row_label_raw,row_label_full,Số đầu năm > Số trích lập/(hoàn nhập) trong năm(Thuyết minh 31),Năm nayTriệu đồng > 39.321 > 272,Năm trướcTriệu đồng > 60.881 > (10.104),numeric__Năm nayTriệu đồng > 39.321 > 272,numeric__Năm trướcTriệu đồng > 60.881 > (10.104)
Số dự phòng đã sử dụng để xử lý rủi ro,Số dự phòng đã sử dụng để xử lý rủi ro,Số dự phòng đã sử dụng để xử lý rủi ro,-,(11.456),,-11456.0
Số cuối năm,Số cuối năm,Số cuối năm,39.593,39.321,39593.0,39321.0
