row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,235.406,247.807,235406.0,247807.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,86.275,91.447,86275.0,91447.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,50.087,45.678,50087.0,45678.0
Thu nhập thuần từ thanh lý tài sản cố định,Thu nhập thuần từ thanh lý tài sản cố định,Thu nhập thuần từ thanh lý tài sản cố định,38.062,13.160,38062.0,13160.0
Thu tiền cho thuê lại văn phòng,Thu tiền cho thuê lại văn phòng,Thu tiền cho thuê lại văn phòng,26.760,41.317,26760.0,41317.0
Thu nhập từ dịch vụ hỗ trợ công nghệ thông tin,Thu nhập từ dịch vụ hỗ trợ công nghệ thông tin,Thu nhập từ dịch vụ hỗ trợ công nghệ thông tin,15.943,13.460,15943.0,13460.0
Thu nhập từ dịch vụ thu hộ và hỗ trợ quản lýtrái phiếu,Thu nhập từ dịch vụ thu hộ và hỗ trợ quản lýtrái phiếu,Thu nhập từ dịch vụ thu hộ và hỗ trợ quản lýtrái phiếu,-,27.273,,27273.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,18.279,15.472,18279.0,15472.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(9.995),(50.242),-9995.0,-50242.0
Chi phí về thanh lý tài sản khác,Chi phí về thanh lý tài sản khác,Chi phí về thanh lý tài sản khác,(4.230),(39.364),-4230.0,-39364.0
Chi tài trợ,Chi tài trợ,Chi tài trợ,(2.477),(7.645),-2477.0,-7645.0
Chi phí khác,Chi phí khác,Chi phí khác,(3.288),(3.233),-3288.0,-3233.0
,,,225.411,197.565,225411.0,197565.0
