row_label_raw,row_label_full,col_0,Bàng cān dǒi ké toán riēng,Bàng cān dǒi ké toán riēng_1,Ánh huǒng dén báo cáo kět qua hoạt động kinh doanh riēng,Ánh huǒng dén báo cáo kět qua hoạt động kinh doanh riēng_1,numeric__Bàng cān dǒi ké toán riēng,numeric__Bàng cān dǒi ké toán riēng_1,numeric__Ánh huǒng dén báo cáo kět qua hoạt động kinh doanh riēng,numeric__Ánh huǒng dén báo cáo kět qua hoạt động kinh doanh riēng_1
,,,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,Năm nay Triệu đồng,Năm trước Triệu đồng,,,,
Tài sàn thuế TNDN hoān lạiLỗ chênh lệch tỷ giá,Tài sàn thuế TNDN hoān lạiLỗ chênh lệch tỷ giá,Tài sàn thuế TNDN hoān lạiLỗ chênh lệch tỷ giá,2.413,-,2.413,(1.438),2413.0,,2413.0,-1438.0
Dự phòng chứng khoán đầu tư,Dự phòng chứng khoán đầu tư,Dự phòng chứng khoán đầu tư,-,-,-,(19.800),,,,-19800.0
,,,2.413,-,2.413,(21.238),2413.0,,2413.0,-21238.0
Thuế TNDN hoān lại phải trảLãi chênh lệch tỷ giá,Thuế TNDN hoān lại phải trảLãi chênh lệch tỷ giá,Thuế TNDN hoān lại phải trảLãi chênh lệch tỷ giá,-,(1.585),1.585,(1.585),,-1585.0,1585.0,-1585.0
Thu nhập/(chi phí)thuế TNDN hoān lại thuần,Thu nhập/(chi phí)thuế TNDN hoān lại thuần,Thu nhập/(chi phí)thuế TNDN hoān lại thuần,,,3.998,(22.823),,,3998.0,-22823.0
