row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
1 year or less,1 year or less,1 year or less,"104,913,063,317","112,927,005,638",,
More than 1 - 5 years,More than 1 - 5 years,More than 1 - 5 years,"165,477,042,408","187,709,833,761",,
More than 5 years,More than 5 years,More than 5 years,"131,277,404,520","157,780,929,900",,
Total,Total,Total,"401,667,510,245","458,417,769,299",,
