row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,70.932.391.912.367,65.755.288.989.500,,,70932391912367.0,65755288989500.0
110,110,110,I. Tài sản tài chính,,70.813.502.224.578,65.659.269.540.690,,,70813502224578.0,65659269540690.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,239.000.238.200,493.905.528.209,,5.0,239000238200.0,493905528209.0
111.1,111.1,111.1,1.1. Tiến,,208.969.991.625,478.598.469.030,,,208969991625.0,478598469030.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,30.030.246.575,15.307.059.179,,,30030246575.0,15307059179.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,42.438.121.481.401,44.072.153.174.688,,71.0,42438121481401.0,44072153174688.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,3.893.901.724.895,4.972.970.722.803,,73.0,3893901724895.0,4972970722803.0
114,114,114,4. Các khoản cho vay,7.4,21.998.601.885.375,15.134.065.013.420,,74.0,21998601885375.0,15134065013420.0
115,115,115,5. Tài sản tài chính sản sàng để bán (AFS),7.2,562.332.851.822,415.753.839.520,,72.0,562332851822.0,415753839520.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,8,(55.101.823.874),(32.695.438.612),,8.0,-55101823874.0,-32695438612.0
117,117,117,7. Các khoản phải thu,,800.614.271.922,589.751.856.359,,,800614271922.0,589751856359.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,507.766.978.808,267.997.744.808,,9.0,507766978808.0,267997744808.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",9,292.847.293.114,321.754.111.551,,9.0,292847293114.0,321754111551.0
117.4,117.4,117.4,"7.2.1. Dự thu cổ tức, lãi chưa đến ngày nhận",,292.847.293.114,321.754.111.551,,,292847293114.0,321754111551.0
118,118,118,8. Trả trước cho người bán,9,927.764.853.829,32.286.430.398,,9.0,927764853829.0,32286430398.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,30.201.748.046,20.702.848.950,,9.0,30201748046.0,20702848950.0
122,122,122,10. Các khoản phải thu khác,9,210.104.950.765,192.247.001.763,,9.0,210104950765.0,192247001763.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(232.039.957.803),(231.871.436.808),,9.0,-232039957803.0,-231871436808.0
130,130,130,II. Tài sản ngắn hạn khác,10,118.889.687.789,96.019.448.810,,10.0,118889687789.0,96019448810.0
131,131,131,1. Tạm ứng,,20.927.597.892,18.625.123.377,,,20927597892.0,18625123377.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,595.758.695,1.451.468.687,,,595758695.0,1451468687.0
133,133,133,3. Chi phí trả trước ngắn hạn,,54.860.667.972,63.304.503.778,,,54860667972.0,63304503778.0
134,134,134,"4. Cảm cổ, thế chấp, ký quỹ, ký cước ngắn hạn",,772.112.130,244.890.400,,,772112130.0,244890400.0
136,136,136,5. Thuế và các khoản phải thu Nhà nước,,55.944.865,-,,,55944865.0,
137,137,137,6. Tài sản ngắn hạn khác,,41.677.606.235,12.393.462.568,,,41677606235.0,12393462568.0
