row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,2.574.910.647.355,3.486.038.113.148,,,2574910647355.0,3486038113148.0
210,210,210,I. Tài sản tài chính dài hạn,,1.625.606.669.387,2.821.238.620.031,,,1625606669387.0,2821238620031.0
212,212,212,1. Các khoản đầu tư,11,1.625.606.669.387,2.821.238.620.031,,11.0,1625606669387.0,2821238620031.0
212.1,212.1,212.1,1.1. Các khoản đầu tư nằm giữ đến ngày đáo hạn,,938.116.263.256,2.171.558.577.993,,,938116263256.0,2171558577993.0
212.3,212.3,212.3,"1.2. Đầu tư vào công ty liên doanh, liên kết",,687.490.406.131,649.680.042.038,,,687490406131.0,649680042038.0
220,220,220,II. Tài sản cố định,,231.350.675.694,269.476.512.837,,,231350675694.0,269476512837.0
221,221,221,1. Tài sản cố định hữu hình,12,118.506.719.899,172.385.377.470,,12.0,118506719899.0,172385377470.0
222,222,222,1.1. Nguyên giá,,408.360.121.790,408.960.853.045,,,408360121790.0,408960853045.0
223a,223a,223a,1.2. Giá trị hao mòn lũy kế,,(289.853.401.891),(236.575.475.575),,,-289853401891.0,-236575475575.0
227,227,227,2. Tài sản cố định vô hình,13,112.843.955.795,97.091.135.367,,13.0,112843955795.0,97091135367.0
228,228,228,2.1. Nguyên giá,,313.999.554.731,254.746.208.312,,,313999554731.0,254746208312.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(201.155.598.936),(157.655.072.945),,,-201155598936.0,-157655072945.0
230,230,230,III. Bất động sản đầu tư,14,200.196.436.698,235.719.785.810,,14.0,200196436698.0,235719785810.0
231,231,231,1. Nguyên giá,,287.459.600.028,334.221.951.291,,,287459600028.0,334221951291.0
232a,232a,232a,2. Giá trị hao mòn lũy kế,,(87.263.163.330),(98.502.165.481),,,-87263163330.0,-98502165481.0
240,240,240,IV. Chi phí xây dựng cơ bản dở dang,15,387.623.333.376,32.113.341.467,,15.0,387623333376.0,32113341467.0
250,250,250,V. Tài sản dài hạn khác,,130.133.532.200,127.489.853.003,,,130133532200.0,127489853003.0
251,251,251,"1. Cảm cố, thể chấp, ký quỹ, ký cược dài hạn",16,31.205.273.582,34.048.594.628,,16.0,31205273582.0,34048594628.0
252,252,252,2. Chi phí trả trước dài hạn,17,21.614.788.489,30.191.564.114,,17.0,21614788489.0,30191564114.0
253,253,253,3. Tài sản thuế thu nhập hoãn lại,18,24.001.105.881,19.049.102.491,,18.0,24001105881.0,19049102491.0
254,254,254,4. Tiền nộp Quỹ Hồ trợ thanh toán,19,20.000.000.000,20.000.000.000,,19.0,20000000000.0,20000000000.0
255,255,255,5. Tài sản dài hạn khác,,33.312.364.248,24.200.591.770,,,33312364248.0,24200591770.0
270,270,270,TỔNG CỘNG TÀI SẢN,,73.507.302.559.722,69.241.327.102.648,,,73507302559722.0,69241327102648.0
