row_label_raw,row_label_full,Số đầu năm,Năm nay > 649.680.042.038,Đơn vị tính: VNDNăm trước > 616.604.962.209,numeric__Năm nay > 649.680.042.038,numeric__Đơn vị tính: VNDNăm trước > 616.604.962.209
Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tại công ty con của công ty liên kết,(15.437.694.390),-,-15437694390.0,
Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động hợp nhất trong năm,66.539.454.983,33.075.079.829,66539454983.0,33075079829.0
- Phần chia sẻ lãi trong năm,- Phần chia sẻ lãi trong năm,- Phần chia sẻ lãi trong năm,66.539.454.983,33.075.079.829,66539454983.0,33075079829.0
Cổ tức thực nhận,Cổ tức thực nhận,Cổ tức thực nhận,(13.291.396.500),-,-13291396500.0,
Số cuối năm,Số cuối năm,Số cuối năm,687.490.406.131,649.680.042.038,687490406131.0,649680042038.0
