row_label_raw,row_label_full,col_0,Current year,Currency: VNDPrevious year,numeric__Current year,numeric__Currency: VNDPrevious year
Expenses for funds management activities and portfolio management activities,Expenses for funds management activities and portfolio management activities,Expenses for funds management activities and portfolio management activities,"96,201,842,770","73,670,346,217",,
Expenses for deposit management contracts,Expenses for deposit management contracts,Expenses for deposit management contracts,"2,233,296,617","53,120,892,103",,
Expense for leasing investment properties,Expense for leasing investment properties,Expense for leasing investment properties,"25,531,670,156","23,455,025,787",,
Cost and expense related to the sale of the subsidiary's investment properties,Cost and expense related to the sale of the subsidiary's investment properties,Cost and expense related to the sale of the subsidiary's investment properties,"45,974,484,526","31,595,477,236",,
Provision for doubtful debts,Provision for doubtful debts,Provision for doubtful debts,"168,520,995",-,,
- Provision for receivables from services provided by the Company,- Provision for receivables from services provided by the Company,- Provision for receivables from services provided by the Company,"168,520,995",-,,
Direct costs related to other operating activities,Direct costs related to other operating activities,Direct costs related to other operating activities,"73,554,524,288","111,203,071,923",,
Total,Total,Total,"243,664,339,352","293,044,813,266",,
