row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Ending balance,Beginning balance,,
Unrestricted financial assets,Unrestricted financial assets,Unrestricted financial assets,"3,899,781,370,000","4,231,123,470,000",,
Mortgage financial assets,Mortgage financial assets,Mortgage financial assets,"3,182,801,200,000","600,801,200,000",,
Financial assets awaiting for settlement,Financial assets awaiting for settlement,Financial assets awaiting for settlement,"105,230,000,000","51,645,000,000",,
Total,Total,Total,"7,187,812,570,000","4,883,569,670,000",,
