row_label_raw,row_label_full,"Số đầu năm > Phát hành cổ phiếu tăngvốn theo chương trình lựachơn cho người lao độngtheo Nghị quyết số01/2023/NQ-ĐHDCĐ ngày25 tháng 4 năm 2023 củaĐại hồi đồng cổ đông > Trích lập quỹ phúc lợi (2%LNST), quỹ khen thưởng(5% LNST) theo NQ số01/2024/ NQ-ĐHDCĐ ngày25/4/2024 > Trích cổ tức SSI 2023 chocổ đông SSI theo NQ số01/2024/ NQ-ĐHDCĐ ngày25/04/2024 và NQ số15/2024/NQ-HDQT ngày04/09/2024 > Phát hành cổ phiếu đề tăngvốn cổ phần từ nguồn vốnchủ sở hữu và chào bán cổphiêu ra công chúng theoNghị quyết số 01/2024/NQ-ĐHDCĐ ngày 25/04/2024và Nghị quyết số15/2024/NQ-HDQT ngày04/09/2024",Vốn góp củachủ sở hữu > 15.011.301.370.000 > 100.000.000.000 > - > 4.527.337.810.000,Thặng đurvớn cổ phần > 3.299.208.472.644 > - > (2.205.377.385.493),Cổ phiếu quỹ > (19.115.006.409) > -,Chênh lệch đánhgiá lại tài sảntheo giá trị hợp lý > (3.793.033.106) > -,Chênh lệchtỷ giá hối đoái > 55.243.155.795 > -,Quỹ dự trữ bổsung vốn điều lệ > 61.252.419.507 > - > (58.252.419.507),Lợi nhuậnchưa phân phối > 4.696.261.511.253 > - > (152.662.804.998) > (1.509.138.669.000) > -,Lợi ích cổ đôngkhông kiểm soát > 140.533.221.129 > -,Đơn vị tính: VND > 23.240.892.110.813 > 100.000.000.000 > (152.662.804.998) > (1.509.138.669.000) > 2.263.708.005.000,numeric__Vốn góp củachủ sở hữu > 15.011.301.370.000 > 100.000.000.000 > - > 4.527.337.810.000,numeric__Thặng đurvớn cổ phần > 3.299.208.472.644 > - > (2.205.377.385.493),numeric__Cổ phiếu quỹ > (19.115.006.409) > -,numeric__Chênh lệch đánhgiá lại tài sảntheo giá trị hợp lý > (3.793.033.106) > -,numeric__Chênh lệchtỷ giá hối đoái > 55.243.155.795 > -,numeric__Quỹ dự trữ bổsung vốn điều lệ > 61.252.419.507 > - > (58.252.419.507),numeric__Lợi nhuậnchưa phân phối > 4.696.261.511.253 > - > (152.662.804.998) > (1.509.138.669.000) > -,numeric__Lợi ích cổ đôngkhông kiểm soát > 140.533.221.129 > -,numeric__Đơn vị tính: VND > 23.240.892.110.813 > 100.000.000.000 > (152.662.804.998) > (1.509.138.669.000) > 2.263.708.005.000
Chi phí dịch vụ phát hành,Chi phí dịch vụ phát hành,Chi phí dịch vụ phát hành,-,(290.166.634),-,-,-,-,-,-,(290.166.634),,-290166634.0,,,,,,,-290166634.0
Đánh giá lại TSTC AFS,Đánh giá lại TSTC AFS,Đánh giá lại TSTC AFS,-,-,35.483.510.846,-,-,-,-,-,35.483.510.846,,,35483510846.0,,,,,,35483510846.0
