row_label_raw,row_label_full,col_0,Giá trịphải thu khó đốicuối năm,Số dự phòngđầu năm,Số trích lậptrong năm,Số hoàn nhậptrong năm,Số dự phòngcuối năm,Giá trịphải thu khó đốidầu năm,numeric__Giá trịphải thu khó đốicuối năm,numeric__Số dự phòngđầu năm,numeric__Số trích lậptrong năm,numeric__Số hoàn nhậptrong năm,numeric__Số dự phòngcuối năm,numeric__Giá trịphải thu khó đốidầu năm
Dự phòng phải thu bán các tài sản tài chính khó đôi,Dự phòng phải thu bán các tài sản tài chính khó đôi,Dự phòng phải thu bán các tài sản tài chính khó đôi,231.621.436.808,231.621.436.808,-,-,231.621.436.808,231.621.436.808,231621436808.0,231621436808.0,,,231621436808.0,231621436808.0
- Công ty TNHH TMXD PhúcBảo Minh,- Công ty TNHH TMXD PhúcBảo Minh,- Công ty TNHH TMXD PhúcBảo Minh,231.621.436.808,-231.621.436.808,-,-,231.621.436.808,231.621.436.808,231621436808.0,-231621436808.0,,,231621436808.0,231621436808.0
Phải thu các dịch vụ công tychứng khoán cung cấp khó đôi,Phải thu các dịch vụ công tychứng khoán cung cấp khó đôi,Phải thu các dịch vụ công tychứng khoán cung cấp khó đôi,566.622.498,250.000.000,168.520.995,-,418.520.995,250.000.000,566622498.0,250000000.0,168520995.0,,418520995.0,250000000.0
- Công ty Cổ phần Bệnh việnHửu Nghị Đa Khoa Nghệ An,- Công ty Cổ phần Bệnh việnHửu Nghị Đa Khoa Nghệ An,- Công ty Cổ phần Bệnh việnHửu Nghị Đa Khoa Nghệ An,10.000.000,10.000.000,-,-,10.000.000,10.000.000,10000000.0,10000000.0,,,10000000.0,10000000.0
- Công ty Cổ phần Tập đoànDabaco Việt Nam (DBC),- Công ty Cổ phần Tập đoànDabaco Việt Nam (DBC),- Công ty Cổ phần Tập đoànDabaco Việt Nam (DBC),240.000.000,240.000.000,-,-,240.000.000,240.000.000,240000000.0,240000000.0,,,240000000.0,240000000.0
- Phải thu hoạt động quản lýdanh mục quá hạn,- Phải thu hoạt động quản lýdanh mục quá hạn,- Phải thu hoạt động quản lýdanh mục quá hạn,316.622.498,-,168.520.995,-,168.520.995,-,316622498.0,,168520995.0,,168520995.0,
Tổng cộng,Tổng cộng,Tổng cộng,232.188.059.306,231.871.436.808,168.520.995,-,232.039.957.803,231.871.436.808,232188059306.0,231871436808.0,168520995.0,,232039957803.0,231871436808.0
