row_label_raw,row_label_full,Code,ITEMS,Notes,Ending balance,Opening balance,numeric__ITEMS,numeric__Notes,numeric__Ending balance,numeric__Opening balance
300,300,300,C. LIABILITIES,,"46,680,651,947,954","46,000,434,991,835",,,,
310,310,310,I. Current liabilities,,"46,599,438,522,989","45,939,117,288,138",,,,
311,310 > 311,311,1. Short-term borrowings and financial leases,21,"45,501,969,699,137","43,168,931,078,677",,21.0,,
312,312,312,1.1. Short-term borrowings,,"45,501,969,699,137","43,168,931,078,677",,,,
318,312 > 318,318,2. Payables for securities trading activities,22,"227,883,634,106","141,432,129,400",,22.0,,
320,312 > 320,320,3. Short-term payables to suppliers,23,"103,075,387,679","862,312,021,006",,23.0,,
321,321,321,4. Short-term advances from customers,,"26,490,726,300","23,583,183,500",,,,
322,321 > 322,322,5. Taxation and Statutory obligations,24,"201,293,124,495","359,826,258,949",,24.0,,
323,323,323,6. Payables to employees,,"93,761,808,205","108,456,214,320",,,,
324,324,324,7. Employee benefits,,"884,019,653","1,041,882,063",,,,
325,324 > 325,325,8. Short-term accrued expenses,25,"67,847,177,428","67,825,737,639",,25.0,,
327,327,327,9. Short-term unearned revenue,,"1,299,798,330","643,333,335",,,,
328,328,328,10. Short-term collateral & deposit received,,"362,313,180","446,275,600",,,,
329,328 > 329,329,11. Other short-term payables,26,"18,037,472,054","902,843,398,147",,26.0,,
331,328 > 331,331,12. Bonus and welfare fund,27,"356,533,362,422","301,775,775,502",,27.0,,
340,340,340,II. Non-current liabilities,,"81,213,424,965","61,317,703,697",,,,
351,340 > 351,351,1. Long-term unearned revenue,28,"54,562,883,675","52,387,159,357",,28.0,,
356,340 > 356,356,2. Deferred income tax payables,18,"26,650,541,290","8,930,544,340",,18.0,,
400,340 > 400,400,D. OWNERS' EQUITY,29,"26,826,650,611,768","23,240,892,110,813",,29.0,,
410,410,410,I. Owners' equity,,"26,826,650,611,768","23,240,892,110,813",,,,
411,411,411,1. Share capital,,"20,713,065,094,108","18,291,394,836,235",,,,
411.1,411.1,411.1,,,"19,638,639,180,000","15,011,301,370,000",,,,
411.1a,411.1a,411.1a,,,"19,638,639,180,000","15,011,301,370,000",,,,
411.2,411.2,411.2,,,"1,093,540,920,517","3,299,208,472,644",,,,
411.5,411.5,411.5,,,"(19,115,006,409)","(19,115,006,409)",,,,
412,411.5 > 412,412,2. Differences from revaluation of assets at fair value,41,"31,690,477,740","(3,793,033,106)",,41.0,,
413,413,413,3. Foreign exchange rate differences,,"72,177,590,546","55,243,155,795",,,,
414,414,414,4. Charter capital supplementary reserve,,"3,000,000,000","61,252,419,507",,,,
417,414 > 417,417,5. Undistributed profit,29.1,"5,856,098,315,938","4,696,261,511,253",,291.0,,
417.1,417.1,417.1,,,"6,025,186,849,191","4,764,972,942,283",,,,
417.2,417.2,417.2,,,"(169,088,533,253)","(68,711,431,030)",,,,
418,418,418,6. Non-controlling interests,,"150,619,133,436","140,533,221,129",,,,
440,440,440,TOTAL LIABILITIES AND OWNERS' EQUITY,,"73,507,302,559,722","69,241,327,102,648",,,,
