row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Ending balance,Beginning balance,,
Employee bonus and welfare fund,Employee bonus and welfare fund,Employee bonus and welfare fund,"229,575,623,719","173,045,737,799",,
Charity fund,Charity fund,Charity fund,"126,957,738,703","128,730,037,703",,
Total,Total,Total,"356,533,362,422","301,775,775,502",,
