row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
1. Các khoản phải thu bán các tài sản tài chính,1. Các khoản phải thu bán các tài sản tài chính,1. Các khoản phải thu bán các tài sản tài chính,507.766.978.808,267.997.744.808,507766978808.0,267997744808.0
Trong đó các khoản phải thu về bán các tài sản tài chính khó có khả năng thu hồi,Trong đó các khoản phải thu về bán các tài sản tài chính khó có khả năng thu hồi,Trong đó các khoản phải thu về bán các tài sản tài chính khó có khả năng thu hồi,231.621.436.808,231.621.436.808,231621436808.0,231621436808.0
"2. Các khoản phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính (*)","2. Các khoản phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính (*)","2. Các khoản phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính (*)",292.847.293.114,321.754.111.551,292847293114.0,321754111551.0
3. Trả trước cho người bán,3. Trả trước cho người bán,3. Trả trước cho người bán,927.764.853.829,32.286.430.398,927764853829.0,32286430398.0
- Ứng trước tiễn mua chứng khoán,- Ứng trước tiễn mua chứng khoán,- Ứng trước tiễn mua chứng khoán,795.000.000.000,-,795000000000.0,
- Ứng trước mua bất động sản của công ty con,- Ứng trước mua bất động sản của công ty con,- Ứng trước mua bất động sản của công ty con,88.378.500.000,-,88378500000.0,
- Khác,- Khác,- Khác,44.386.353.829,32.286.430.398,44386353829.0,32286430398.0
4. Phải thu các dịch vụ CTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấp,4. Phải thu các dịch vụ CTCK cung cấp,30.201.748.046,20.702.848.950,30201748046.0,20702848950.0
Trong đó phải thu khó đòi các dịch vụ CTCK cung cấp,Trong đó phải thu khó đòi các dịch vụ CTCK cung cấp,Trong đó phải thu khó đòi các dịch vụ CTCK cung cấp,566.622.498,250.000.000,566622498.0,250000000.0
5. Các khoản phải thu khác,5. Các khoản phải thu khác,5. Các khoản phải thu khác,210.104.950.765,192.247.001.763,210104950765.0,192247001763.0
6. Dự phòng phải thu khó đòi,6. Dự phòng phải thu khó đòi,6. Dự phòng phải thu khó đòi,(232.039.957.803),(231.871.436.808),-232039957803.0,-231871436808.0
Tổng cộng,Tổng cộng,Tổng cộng,1.736.645.866.759,603.116.700.662,1736645866759.0,603116700662.0
