row_label_raw,row_label_full,col_0,Current year,Previous year (restated),numeric__Current year,numeric__Previous year (restated)
Net profit after tax after deduction for setting up non-shareholder reserves – VND,Net profit after tax after deduction for setting up non-shareholder reserves – VND,Net profit after tax after deduction for setting up non-shareholder reserves – VND,"2,835,023,120,364","2,134,608,899,616",,
Adjustment to profit for diluted EPS – VND,Adjustment to profit for diluted EPS – VND,Adjustment to profit for diluted EPS – VND,-,-,,
Profit after adjustment – VND,Profit after adjustment – VND,Profit after adjustment – VND,"2,835,023,120,364","2,134,608,899,616",,
Number of ordinary shares for calculation of diluted EPS (*),Number of ordinary shares for calculation of diluted EPS (*),Number of ordinary shares for calculation of diluted EPS (*),"1,935,401,350","1,914,760,497",,
Diluted EPS – VND,Number of ordinary shares for calculation of diluted EPS (*) > Diluted EPS – VND,Diluted EPS – VND,"1,465","1,115",1.465,1.115
