row_label_raw,row_label_full,col_0,Current year,Currency: VNDPrevious year,numeric__Current year,numeric__Currency: VNDPrevious year
Income recorded directly to owners' equity,Income recorded directly to owners' equity,Income recorded directly to owners' equity,"39,983,696,888","4,613,055,734",,
- Other gains recorded directly to owners' equity,- Other gains recorded directly to owners' equity,- Other gains recorded directly to owners' equity,"4,500,186,042","2,119,703,000",,
- Gain from revaluation of AFS financial assets and reclassification on selling,- Gain from revaluation of AFS financial assets and reclassification on selling,- Gain from revaluation of AFS financial assets and reclassification on selling,"35,483,510,846","2,493,352,734",,
Expense recorded directly to owners' equity,Expense recorded directly to owners' equity,Expense recorded directly to owners' equity,"(18,175,194,359)","(2,425,333,327)",,
- Loss from change in ownership rate of associates in its subsidiaries,- Loss from change in ownership rate of associates in its subsidiaries,- Loss from change in ownership rate of associates in its subsidiaries,"(15,437,694,390)",-,,
- Other loss recorded directly to owners' equity,- Other loss recorded directly to owners' equity,- Other loss recorded directly to owners' equity,"(2,737,499,969)","(2,425,333,327)",,
Total,Total,Total,"21,808,502,529","2,187,722,407",,
