row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Administrative employees' expenses,Administrative employees' expenses,Administrative employees' expenses,"111,527,327,873","141,573,637,327",,
- Expenses on payroll and other employees' benefits,- Expenses on payroll and other employees' benefits,- Expenses on payroll and other employees' benefits,"101,777,235,363","129,634,259,517",,
"- Expenses for social security, health insurance, union fee and unemployment insurance","- Expenses for social security, health insurance, union fee and unemployment insurance","- Expenses for social security, health insurance, union fee and unemployment insurance","9,750,092,510","11,939,377,810",,
Expense for office supplies,Expense for office supplies,Expense for office supplies,"1,512,314,942","2,253,162,213",,
Expense for tools,Expense for tools,Expense for tools,"2,678,973,380","8,731,144,223",,
Depreciation of fixed assets expenses,Depreciation of fixed assets expenses,Depreciation of fixed assets expenses,"44,529,789,090","40,480,216,312",,
External service expenses,External service expenses,External service expenses,"118,353,412,479","152,618,147,098",,
Other expenses,Other expenses,Other expenses,"23,147,819,222","16,050,962,000",,
Total,Total,Total,"301,749,636,986","361,707,269,173",,
