row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,46.680.651.947.954,46.000.434.991.835,,,46680651947954.0,46000434991835.0
310,310,310,I. Nợ phải trả ngắn hạn,,46.599.438.522.989,45.939.117.288.138,,,46599438522989.0,45939117288138.0
311,311,311,1. Vay và nợ thuê tài sản tài chính ngắn hạn,21,45.501.969.699.137,43.168.931.078.677,,21.0,45501969699137.0,43168931078677.0
312,312,312,1.1. Vay ngắn hạn,,45.501.969.699.137,43.168.931.078.677,,,45501969699137.0,43168931078677.0
318,318,318,2. Phải trả hoạt động giao dịch chứng khoán,22,227.883.634.106,141.432.129.400,,22.0,227883634106.0,141432129400.0
320,320,320,3. Phải trả người bán ngắn hạn,23,103.075.387.679,862.312.021.006,,23.0,103075387679.0,862312021006.0
321,321,321,4. Người mua trả tiền trước ngắn hạn,,26.490.726.300,23.583.183.500,,,26490726300.0,23583183500.0
322,322,322,5. Thuế và các khoản phải nộp Nhà nước,24,201.293.124.495,359.826.258.949,,24.0,201293124495.0,359826258949.0
323,323,323,6. Phải trả người lao động,,93.761.808.205,108.456.214.320,,,93761808205.0,108456214320.0
324,324,324,7. Các khoản trích nộp phúc lợi nhân viên,,884.019.653,1.041.882.063,,,884019653.0,1041882063.0
325,325,325,8. Chi phí phải trả ngắn hạn,25,67.847.177.428,67.825.737.639,,25.0,67847177428.0,67825737639.0
327,327,327,9. Doanh thu chưa thực hiện ngắn hạn,,1.299.798.330,643.333.335,,,1299798330.0,643333335.0
328,328,328,"10. Nhận ký quỹ, ký cược ngắn hạn",,362.313.180,446.275.600,,,362313180.0,446275600.0
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",26,18.037.472.054,902.843.398.147,,26.0,18037472054.0,902843398147.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",27,356.533.362.422,301.775.775.502,,27.0,356533362422.0,301775775502.0
340,340,340,II. Nợ phải trả dài hạn,,81.213.424.965,61.317.703.697,,,81213424965.0,61317703697.0
351,351,351,1. Doanh thu chưa thực hiện dài hạn,28,54.562.883.675,52.387.159.357,,28.0,54562883675.0,52387159357.0
356,356,356,2. Thuế thu nhập hoãn lại phải trả,18,26.650.541.290,8.930.544.340,,18.0,26650541290.0,8930544340.0
400,400,400,D. VỐN CHỦ SỞ HỮU,29,26.826.650.611.768,23.240.892.110.813,,29.0,26826650611768.0,23240892110813.0
410,410,410,I. Vốn chủ sở hữu,,26.826.650.611.768,23.240.892.110.813,,,26826650611768.0,23240892110813.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,20.713.065.094.108,18.291.394.836.235,,,20713065094108.0,18291394836235.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,19.638.639.180.000,15.011.301.370.000,,,19638639180000.0,15011301370000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,19.638.639.180.000,15.011.301.370.000,,,19638639180000.0,15011301370000.0
411.2,411.2,411.2,1.2. Thắng dư vốn cổ phần,,1.093.540.920.517,3.299.208.472.644,,,1093540920517.0,3299208472644.0
411.5,411.5,411.5,1.3. Cổ phiếu quỹ,,(19.115.006.409),(19.115.006.409),,,-19115006409.0,-19115006409.0
412,412,412,2. Chênh lệch đánh giá tài sản theo giá trị hợp lý,41,31.690.477.740,(3.793.033.106),,41.0,31690477740.0,-3793033106.0
413,413,413,3. Chênh lệch tỷ giả hối đoái,,72.177.590.546,55.243.155.795,,,72177590546.0,55243155795.0
414,414,414,4. Quỹ dự trữ bổ sung vốn điều lệ,,3.000.000.000,61.252.419.507,,,3000000000.0,61252419507.0
417,417,417,5. Lợi nhuận chưa phân phối,29.1,5.856.098.315.938,4.696.261.511.253,,291.0,5856098315938.0,4696261511253.0
417.1,417.1,417.1,5.1 Lợi nhuận đã thực hiện,,6.025.186.849.191,4.764.972.942.283,,,6025186849191.0,4764972942283.0
417.2,417.2,417.2,5.2 Lợi nhuận chưa thực hiện,,(169.088.533.253),(68.711.431.030),,,-169088533253.0,-68711431030.0
418,418,418,6. Lợi ích cổ đông không kiểm soát,,150.619.133.436,140.533.221.129,,,150619133436.0,140533221129.0
440,440,440,TỔNG CÔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,73.507.302.559.722,69.241.327.102.648,,,73507302559722.0,69241327102648.0
