row_label_raw,row_label_full,STT,Danh mục các loại chứng quyền Công ty phát hành,Giá trị mua theo số kể toán,Giá trị hợp lý,Số dư chênh lệch dành giá lại cuối năm,Số dư chênh lệch dành giá lại đầu năm,Đơn vị tính: VND Chênh lệch thuần điều chỉnh số kế toán trong năm,numeric__Danh mục các loại chứng quyền Công ty phát hành,numeric__Giá trị mua theo số kể toán,numeric__Giá trị hợp lý,numeric__Số dư chênh lệch dành giá lại cuối năm,numeric__Số dư chênh lệch dành giá lại đầu năm,numeric__Đơn vị tính: VND Chênh lệch thuần điều chỉnh số kế toán trong năm
,,,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,Loại Chứng quyền,,,,,,
1,1,1,MWG/15M/SSI/C/EU/Cash-15,20.493.190.471,16.767.644.000,3.725.546.471,(215.488.021),3.941.034.492,,20493190471.0,16767644000.0,3725546471.0,-215488021.0,3941034492.0
2,2,2,HPG/6M/SSI/C/EU/Cash-17,14.118.001.228,12.956.237.000,1.161.764.228,-,1.161.764.228,,14118001228.0,12956237000.0,1161764228.0,,1161764228.0
3,3,3,MBB/15M/SSI/C/EU/Cash-15,23.504.571.804,20.528.466.000,2.976.105.804,(233.657.612),3.209.763.416,,23504571804.0,20528466000.0,2976105804.0,-233657612.0,3209763416.0
4,4,4,FPT/6M/SSI/C/EU/Cash-17,29.801.698.399,36.714.015.000,(6.912.316.601),-,(6.912.316.601),,29801698399.0,36714015000.0,-6912316601.0,,-6912316601.0
5,5,5,FPT/9M/SSI/C/EU/Cash-17,33.021.508.053,43.026.830.000,(10.005.321.947),-,(10.005.321.947),,33021508053.0,43026830000.0,-10005321947.0,,-10005321947.0
6,6,6,Chứng quyền khác,97.431.635.526,71.718.081.000,25.713.554.526,49.444.186.426,(23.730.631.900),,97431635526.0,71718081000.0,25713554526.0,49444186426.0,-23730631900.0
,,,Tổng cộng,218.370.605.481,201.711.273.000,16.659.332.481,48.995.040.793,(32.335.708.312),,218370605481.0,201711273000.0,16659332481.0,48995040793.0,-32335708312.0
