row_label_raw,row_label_full,STT,Danh mục các loạitài sản tài chính,Giá trị muatheo số kế toán,Giá trị hợp lý,Số dư chênh lệchđánh giả lạicuối năm,Số dư chênh lệchđánh giả lạiđầu năm,Đơn vị tính: VNDChênh lệchthuẩn điều chỉnhsố kế toán trong năm,numeric__Danh mục các loạitài sản tài chính,numeric__Giá trị muatheo số kế toán,numeric__Giá trị hợp lý,numeric__Số dư chênh lệchđánh giả lạicuối năm,numeric__Số dư chênh lệchđánh giả lạiđầu năm,numeric__Đơn vị tính: VNDChênh lệchthuẩn điều chỉnhsố kế toán trong năm
1,1,1,Loại FVTPL,42.619.611.622.865,42.438.121.481.401,(181.490.141.464),(104.729.479.072),(76.760.662.392),,42619611622865.0,42438121481401.0,-181490141464.0,-104729479072.0,-76760662392.0
1,1,1,Cổ phiếu và chứng khoán niêmyết khác,1.613.732.331.633,1.623.995.879.664,10.263.548.031,(7.978.870.883),18.242.418.914,,1613732331633.0,1623995879664.0,10263548031.0,-7978870883.0,18242418914.0
1,1,1,VPB,909.490.439.696,897.445.555.200,(12.044.884.496),403.602.567,(12.448.487.063),,909490439696.0,897445555200.0,-12044884496.0,403602567.0,-12448487063.0
1,1,1,FPT,53.253.124.050,56.449.857.500,3.196.733.450,(2.969.402.950),6.166.136.400,,53253124050.0,56449857500.0,3196733450.0,-2969402950.0,6166136400.0
1,1,1,MWG,53.845.954.822,53.905.700.000,59.745.178,84.540.301,(24.795.123),,53845954822.0,53905700000.0,59745178.0,84540301.0,-24795123.0
1,1,1,HPG,49.303.194.457,48.783.651.150,(519.543.307),1.292.589.931,(1.812.133.238),,49303194457.0,48783651150.0,-519543307.0,1292589931.0,-1812133238.0
1,1,1,Cổ phiếu và chứng khoán niêmyết khác,547.839.618.608,567.411.115.814,19.571.497.206,(6.790.200.732),26.361.697.938,,547839618608.0,567411115814.0,19571497206.0,-6790200732.0,26361697938.0
2,2,2,Cổ phiếu niêm yết cho hoạt độngphòng ngửa rủi ro chứng quyền,968.809.795.708,994.496.681.450,25.686.885.742,(170.319.723),25.857.205.465,,968809795708.0,994496681450.0,25686885742.0,-170319723.0,25857205465.0
2,2,2,FPT,342.455.410.919,363.012.677.500,20.557.266.581,(782.843.848),21.340.110.429,,342455410919.0,363012677500.0,20557266581.0,-782843848.0,21340110429.0
2,2,2,HPG,119.676.905.690,118.415.783.850,(1.261.121.840),4.254.039.909,(5.515.161.749),,119676905690.0,118415783850.0,-1261121840.0,4254039909.0,-5515161749.0
2,2,2,MBB,128.052.299.746,131.098.881.300,3.046.581.554,33.275.212,3.013.306.342,,128052299746.0,131098881300.0,3046581554.0,33275212.0,3013306342.0
2,2,2,MWG,187.397.571.637,187.605.500.000,207.928.363,56.678.087,151.250.276,,187397571637.0,187605500000.0,207928363.0,56678087.0,151250276.0
2,2,2,Cổ phiếu khác,191.227.607.716,194.363.838.800,3.136.231.084,(3.731.469.083),6.867.700.167,,191227607716.0,194363838800.0,3136231084.0,-3731469083.0,6867700167.0
3,3,3,Cổ phiếu và Chứng chỉ quỹ churaniêm yết,70.306.080.610,49.487.282.681,(20.818.797.929),(12.140.974.849),(8.677.823.080),,70306080610.0,49487282681.0,-20818797929.0,-12140974849.0,-8677823080.0
4,4,4,Trải phiếu niêm yết,6.188.270.963.139,5.991.649.185.831,(196.621.777.308),(84.439.313.617),(112.182.463.691),,6188270963139.0,5991649185831.0,-196621777308.0,-84439313617.0,-112182463691.0
5,5,5,Trải phiếu chưa niêm yết,9.041.780.224.727,9.041.780.224.727,-,-,-,,9041780224727.0,9041780224727.0,,,
6,6,6,Chứng chỉ tiền gửi,24.736.712.227.048,24.736.712.227.048,-,-,-,,24736712227048.0,24736712227048.0,,,
