row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
"Expenses for securities brokerage activities (payables to Stock Exchanges, payroll, employee expenses and others)","Expenses for securities brokerage activities (payables to Stock Exchanges, payroll, employee expenses and others)","Expenses for securities brokerage activities (payables to Stock Exchanges, payroll, employee expenses and others)","1,310,646,611,682","1,316,274,309,694",,
Expenses for securities underwriting activities and securities issuance agency services,Expenses for securities underwriting activities and securities issuance agency services,Expenses for securities underwriting activities and securities issuance agency services,"9,539,948,546","9,919,666,680",,
Expenses for financial advisory activities,Expenses for financial advisory activities,Expenses for financial advisory activities,"26,492,570,900","33,133,552,301",,
Expenses for securities investment advisory activities,Expenses for securities investment advisory activities,Expenses for securities investment advisory activities,"19,990,738,187","23,319,014,840",,
Expenses for securities custodian activities,Expenses for securities custodian activities,Expenses for securities custodian activities,"41,393,115,080","44,821,941,973",,
Other operating expenses (Note 35),Other operating expenses (Note 35),Other operating expenses (Note 35),"243,664,339,352","293,044,813,266",,
Total,Total,Total,"1,651,727,323,747","1,720,513,298,754",,
