row_label_raw,row_label_full,No.,Financial assets,Quantity Unit,Proceeds VND,Weighted average cost at the end of transaction date VND,Gain/(Loss) from disposal in the current year VND,Currency: VND Gain/(Loss) from disposal in the previous year VND,numeric__Financial assets,numeric__Quantity Unit,numeric__Proceeds VND,numeric__Weighted average cost at the end of transaction date VND,numeric__Gain/(Loss) from disposal in the current year VND,numeric__Currency: VND Gain/(Loss) from disposal in the previous year VND
I,I,I,GAIN FROM DISPOSAL,GAIN FROM DISPOSAL,GAIN FROM DISPOSAL,GAIN FROM DISPOSAL,GAIN FROM DISPOSAL,GAIN FROM DISPOSAL,,,,,,
1,1,1,Listed shares and other securities (including hedging shares for covered warrants),"361,178,624","10,920,301,249,215","10,595,915,395,662","324,385,853,553","138,965,851,233",,,,,,
2,2,2,Unlisted shares and fund certificates,"18,456,899","309,648,582,108","274,686,746,528","34,961,835,580","31,969,838,653",,,,,,
3,3,3,Bonds and certificates of deposit,"497,640,516","144,431,014,678,679","143,993,792,405,170","437,222,273,509","635,997,038,995",,,,,,
4,4,4,Gain from derivative position,-,-,-,"235,219,422,000","92,862,868,000",,,,,,
5,5,5,Gain from covered warrants issued by the Company,"2,128,038,200","1,286,745,051,807","899,786,013,800","386,959,038,007","187,872,154,245",,,,,,
,,,Total,"3,005,314,239","156,947,709,561,809","155,764,180,561,160","1,418,748,422,649","1,087,667,751,126",,,,,,
II,II,II,LOSS FROM DISPOSAL,LOSS FROM DISPOSAL,LOSS FROM DISPOSAL,LOSS FROM DISPOSAL,LOSS FROM DISPOSAL,LOSS FROM DISPOSAL,,,,,,
1,1,1,Listed shares and securities (including hedging shares for covered warrants),"348,721,374","9,748,090,653,124","10,072,650,387,921","(324,559,734,797)","(213,487,662,951)",,,,,,
2,2,2,Unlisted shares,"5,863,000","58,925,565,000","63,603,267,845","(4,677,702,845)","(150,090,000)",,,,,,
3,3,3,Bonds and certificates of deposit,"223,075,854","50,828,714,956,155","50,953,120,783,287","(124,405,827,132)","(67,634,237,785)",,,,,,
4,4,4,Loss from derivatives position,-,-,-,"(211,207,948,000)","(76,646,216,000)",,,,,,
5,5,5,Loss from covered warrants issued by the Company,"1,086,160,200","1,180,800,404,505","1,319,149,495,600","(138,349,091,095)","(24,421,736,461)",,,,,,
,,,Total,"1,663,820,428","61,816,531,578,784","62,408,523,934,653","(803,200,303,869)","(382,339,943,197)",,,,,,
