row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Other incomes,Other incomes,Other incomes,Other incomes,Other incomes,,
- Gain from disposal of assets,- Gain from disposal of assets,- Gain from disposal of assets,"42,508,969","291,679,175",,
- Other incomes,- Other incomes,- Other incomes,"2,461,728,693","2,122,526,823",,
Total other incomes,Total other incomes,Total other incomes,"2,504,237,662","2,414,205,998",,
Other expenses,Other expenses,Other expenses,Other expenses,Other expenses,,
- Loss from disposal of assets,- Loss from disposal of assets,- Loss from disposal of assets,"(665,923,164)","(60,808,105)",,
- Other expenses,- Other expenses,- Other expenses,"(2,250,933,770)","(862,661,287)",,
Total other expenses,Total other expenses,Total other expenses,"(2,916,856,934)","(923,469,392)",,
Total,Total,Total,"(412,619,272)","1,490,736,606",,
