row_label_raw,row_label_full,"Phải trả Sở Giao dịch Chứng khoán, Tổng công ty Lưu ký và Bù trừ chứng khoán Việt Nam",Số cuối năm > 26.172.361.106,Đơn vị tính: VND Số đầu năm > 25.004.515.400,numeric__Số cuối năm > 26.172.361.106,numeric__Đơn vị tính: VND Số đầu năm > 25.004.515.400
Phải trả chứng quyền (đang lưu hành) (*),Phải trả chứng quyền (đang lưu hành) (*),Phải trả chứng quyền (đang lưu hành) (*),201.711.273.000,116.427.614.000,201711273000.0,116427614000.0
Tổng cộng,Tổng cộng,Tổng cộng,227.883.634.106,141.432.129.400,227883634106.0,141432129400.0
