row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Provision for impairment of loans,Provision for impairment of loans,Provision for impairment of loans,"3,770,736","8,537,006",,
Provision for impairment of AFS financial assets,Provision for impairment of AFS financial assets,Provision for impairment of AFS financial assets,"34,732,623,791",-,,
Total,Total,Total,"34,736,394,527","8,537,006",,
