row_label_raw,row_label_full,col_0,Share capital,Share premium,Treasury shares,Difference from revaluation of assets at fair value,Foreign exchange rate differences,Charter capital supplementary reserve,Undistributed profit,Non-controlling interests,Total,numeric__Share capital,numeric__Share premium,numeric__Treasury shares,numeric__Difference from revaluation of assets at fair value,numeric__Foreign exchange rate differences,numeric__Charter capital supplementary reserve,numeric__Undistributed profit,numeric__Non-controlling interests,numeric__Total
Exchange rate difference between subsidiaries' financial statements during the year,Exchange rate difference between subsidiaries' financial statements during the year,Exchange rate difference between subsidiaries' financial statements during the year,-,-,-,-,"16,934,434,751",-,-,-,"16,934,434,751",,,,,,,,,
Differences arising from the associate changing its ownership percentage in the subsidiary,Differences arising from the associate changing its ownership percentage in the subsidiary,Differences arising from the associate changing its ownership percentage in the subsidiary,-,-,-,-,-,-,"(15,437,694,390)",-,"(15,437,694,390)",,,,,,,,,
Net profit after tax,Net profit after tax,Net profit after tax,-,-,-,-,-,-,"2,845,109,032,672",-,"2,845,109,032,672",,,,,,,,,
Non-controlling interest,Non-controlling interest,Non-controlling interest,-,-,-,-,-,-,"(10,085,912,307)","10,085,912,307",-,,,,,,,,,
Other increases,Other increases,Other increases,-,-,-,-,-,-,"2,052,852,708",-,"2,052,852,708",,,,,,,,,
Ending balance,Ending balance,Ending balance,"19,638,639,180,000","1,093,540,920,517","(19,115,006,409)","31,690,477,740","72,177,590,546","3,000,000,000","5,856,098,315,938","150,619,133,436","26,826,650,611,768",,,,,,,,,
