row_label_raw,row_label_full,Các khoản đầu tư nằm giữ đến ngày đáo hạn > - Trái phiếu nằm giữ đến ngày đáo hạn (1) > - Tiền gửi có kỳ hạn trên 1 năm (2),Hình thức sở hữu,Số cuối năm > Tỷ lệ biểu quyết của Công ty,Số cuối năm > Giá trị VND > 938.116.263.256 > 614.534.757.754 > 323.581.505.502,Số đầu năm > Tỷ lệ biểu quyết của Công ty,Số đầu năm > Giá trị VND > 2.171.558.577.993 > -,numeric__Hình thức sở hữu,numeric__Số cuối năm > Tỷ lệ biểu quyết của Công ty,numeric__Số cuối năm > Giá trị VND > 938.116.263.256 > 614.534.757.754 > 323.581.505.502,numeric__Số đầu năm > Tỷ lệ biểu quyết của Công ty,numeric__Số đầu năm > Giá trị VND > 2.171.558.577.993 > -
"Đầu tư vào công ty liên doanh, liên kết (3)","Đầu tư vào công ty liên doanh, liên kết (3)","Đầu tư vào công ty liên doanh, liên kết (3)",,,687.490.406.131,,649.680.042.038,,,687490406131.0,,649680042038.0
- Công ty Cổ phần Tập đoàn PAN (PAN) (4),- Công ty Cổ phần Tập đoàn PAN (PAN) (4),- Công ty Cổ phần Tập đoàn PAN (PAN) (4),Trực tiếp,"12,73%",676.453.310.095,"12,73%",638.817.506.630,,0.1273,676453310095.0,0.1273,638817506630.0
- Quỹ Đầu tư Công Nghệ số và Y Tế Việt Nam (VDHF),- Quỹ Đầu tư Công Nghệ số và Y Tế Việt Nam (VDHF),- Quỹ Đầu tư Công Nghệ số và Y Tế Việt Nam (VDHF),Trực tiếp,"20,00%",11.037.096.036,"20,00%",10.862.535.408,,0.2,11037096036.0,0.2,10862535408.0
Tổng cộng,Tổng cộng,Tổng cộng,,,1.625.606.669.387,,2.821.238.620.031,,,1625606669387.0,,2821238620031.0
