row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
Realized profit,Realized profit,Realized profit,"6,025,186,849,191","4,764,972,942,283",,
Unrealized profit,Unrealized profit,Unrealized profit,"(169,088,533,253)","(68,711,431,030)",,
- Unrealized profit and deferred tax on revaluation of financial assets at FVTPL and covered warrant payables in circulation,- Unrealized profit and deferred tax on revaluation of financial assets at FVTPL and covered warrant payables in circulation,- Unrealized profit and deferred tax on revaluation of financial assets at FVTPL and covered warrant payables in circulation,"(183,491,473,947)","(70,293,963,756)",,
- Unrealized profit on foreign exchange rate differences,- Unrealized profit on foreign exchange rate differences,- Unrealized profit on foreign exchange rate differences,"14,402,940,694","1,582,532,726",,
Total,Total,Total,"5,856,098,315,938","4,696,261,511,253",,
