row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Unrealized and realized gain from foreign exchange rate difference,Unrealized and realized gain from foreign exchange rate difference,Unrealized and realized gain from foreign exchange rate difference,"30,498,178,260","8,171,970,366",,
Demand deposit interest income and deposits of less than three (03) months maturity,Demand deposit interest income and deposits of less than three (03) months maturity,Demand deposit interest income and deposits of less than three (03) months maturity,"36,281,799,525","27,414,204,319",,
Share of gain in associates (Note 11),Share of gain in associates (Note 11),Share of gain in associates (Note 11),"66,539,454,985","33,075,079,829",,
Other financial income,Other financial income,Other financial income,"45,976,478,631","54,642,654,606",,
Total,Total,Total,"179,295,911,401","123,303,909,120",,
