row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giả trị bán VND,Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,Lãi/(lỗ) bán chứng khoán năm nay VND,Đơn vị tính. VND Lãi/(lỗ) bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giả trị bán VND,numeric__Giá vốn bình quân gia quyền tính đến cuối ngày giao dịch VND,numeric__Lãi/(lỗ) bán chứng khoán năm nay VND,numeric__Đơn vị tính. VND Lãi/(lỗ) bán chứng khoán năm trước VND
I,I,I,LÃI BÁN,,,,,,,,,,,
1,I > 1,1,Cổ phiếu và chứng khoán niêm yết (bao gồm cổ phiếu phòng ngừa rủi ro cho chứng quyền),361.178.624,10.920.301.249.215,10.595.915.395.662,324.385.853.553,138.965.851.233,,361178624.0,10920301249215.0,10595915395662.0,324385853553.0,138965851233.0
2,I > 2,2,Cổ phiếu và chứng chỉ quỹ (CCQ) chưa niêm yết,18.456.899,309.648.582.108,274.686.746.528,34.961.835.580,31.969.838.653,,18456899.0,309648582108.0,274686746528.0,34961835580.0,31969838653.0
3,I > 3,3,Trái phiếu và CCTG,497.640.516,144.431.014.678.679,143.993.792.405.170,437.222.273.509,635.997.038.995,,497640516.0,144431014678679.0,143993792405170.0,437222273509.0,635997038995.0
4,I > 4,4,Lãi vị thể của hợp đồng CKPS,-,-,-,235.219.422.000,92.862.868.000,,,,,235219422000.0,92862868000.0
5,I > 5,5,Lãi chứng quyền do Công ty phát hành,2.128.038.200,1.286.745.051.807,899.786.013.800,386.959.038.007,187.872.154.245,,2128038200.0,1286745051807.0,899786013800.0,386959038007.0,187872154245.0
,,,Tổng cộng,3.005.314.239,156.947.709.561.809,155.764.180.561.160,1.418.748.422.649,1.087.667.751.126,,3005314239.0,156947709561809.0,155764180561160.0,1418748422649.0,1087667751126.0
II,II,II,Lỗ BÁN,,,,,,,,,,,
1,II > 1,1,Cổ phiếu và chứng khoán niêm yết (bao gồm cổ phiếu phòng ngừa rủi ro cho chứng quyền),348.721.374,9.748.090.653.124,10.072.650.387.921,(324.559.734.797),(213.487.662.951),,348721374.0,9748090653124.0,10072650387921.0,-324559734797.0,-213487662951.0
2,II > 2,2,Cổ phiếu chưa niêm yết,5.863.000,58.925.565.000,63.603.267.845,(4.677.702.845),(150.090.000),,5863000.0,58925565000.0,63603267845.0,-4677702845.0,-150090000.0
3,II > 3,3,Trái phiếu và CCTG,223.075.854,50.828.714.956.155,50.953.120.783.287,(124.405.827.132),(67.634.237.785),,223075854.0,50828714956155.0,50953120783287.0,-124405827132.0,-67634237785.0
4,II > 4,4,Lỗ vị thể của hợp đồng CKPS,-,-,-,(211.207.948.000),(76.646.216.000),,,,,-211207948000.0,-76646216000.0
5,II > 5,5,Lỗ chứng quyền do Công ty phát hành,1.086.160.200,1.180.800.404.505,1.319.149.495.600,(138.349.091.095),(24.421.736.461),,1086160200.0,1180800404505.0,1319149495600.0,-138349091095.0,-24421736461.0
,,,Tổng cộng,1.663.820.428,61.816.531.578.784,62.408.523.934.653,(803.200.303.869),(382.339.943.197),,1663820428.0,61816531578784.0,62408523934653.0,-803200303869.0,-382339943197.0
