row_label_raw,row_label_full,Code,ITEMS,Notes,Ending balance,Opening balance,numeric__ITEMS,numeric__Notes,numeric__Ending balance,numeric__Opening balance
100,100,100,A. CURRENT ASSETS,,"70,932,391,912,367","65,755,288,989,500",,,,
110,110,110,I. Financial assets,,"70,813,502,224,578","65,659,269,540,690",,,,
111,110 > 111,111,1. Cash and cash equivalents,5,"239,000,238,200","493,905,528,209",,5.0,,
111.1,111.1,111.1,1.1. Cash,,"208,969,991,625","478,598,469,030",,,,
111.2,111.2,111.2,1.2. Cash equivalents,,"30,030,246,575","15,307,059,179",,,,
112,111.2 > 112,112,2. Financial assets at fair value through profit or loss (FVTPL),7.1,"42,438,121,481,401","44,072,153,174,688",,71.0,,
113,111.2 > 113,113,3. Held-to-maturity investments (HTM),7.3,"3,893,901,724,895","4,972,970,722,803",,73.0,,
114,111.2 > 114,114,4. Loans,7.4,"21,998,601,885,375","15,134,065,013,420",,74.0,,
115,111.2 > 115,115,5. Available-for-sale (AFS) financial assets,7.2,"562,332,851,822","415,753,839,520",,72.0,,
116,111.2 > 116,116,6. Provision for impairment of financial assets and mortgage assets,8,"(55,101,823,874)","(32,695,438,612)",,8.0,,
117,117,117,7. Receivables,,"800,614,271,922","589,751,856,359",,,,
117.1,117 > 117.1,117.1,7.1 Receivables from disposal of financial assets,9,"507,766,978,808","267,997,744,808",,9.0,,
117.2,117 > 117.2,117.2,7.2 Receivables and accruals from dividend and interest income of financial assets,9,"292,847,293,114","321,754,111,551",,9.0,,
117.4,117.4,117.4,7.2.1 Accruals for undue dividend and interest income,,"292,847,293,114","321,754,111,551",,,,
118,117.4 > 118,118,8. Advances to suppliers,9,"927,764,853,829","32,286,430,398",,9.0,,
119,117.4 > 119,119,9. Receivables from services provided by the Company,9,"30,201,748,046","20,702,848,950",,9.0,,
122,117.4 > 122,122,10. Other receivables,9,"210,104,950,765","192,247,001,763",,9.0,,
129,117.4 > 129,129,11. Provision for impairment of receivables,9,"(232,039,957,803)","(231,871,436,808)",,9.0,,
130,117.4 > 130,130,II. Other current assets,10,"118,889,687,789","96,019,448,810",,10.0,,
131,131,131,1. Advances,,"20,927,597,892","18,625,123,377",,,,
132,132,132,"2. Office supplies, tools and materials",,"595,758,695","1,451,468,687",,,,
133,133,133,3. Short-term prepaid expenses,,"54,860,667,972","63,304,503,778",,,,
134,134,134,"4. Short-term deposits, collaterals and pledges",,"772,112,130","244,890,400",,,,
136,136,136,5. Taxation and Statutory receivables,,"55,944,865",-,,,,
137,137,137,6. Other current assets,,"41,677,606,235","12,393,462,568",,,,
