row_label_raw,row_label_full,col_0,Ending balance,Ending balance_1,Opening balance,Opening balance_1,numeric__Ending balance,numeric__Ending balance_1,numeric__Opening balance,numeric__Opening balance_1
,,,Cost,Fair value,Cost,Fair value,,,,
Unlisted shares registered for trading on the UPCoM,Unlisted shares registered for trading on the UPCoM,Unlisted shares registered for trading on the UPCoM,"71,675,281,043","116,029,669,600",-,-,,,,
Other unlisted shares,Other unlisted shares,Other unlisted shares,"342,764,891,142","338,023,599,756","383,215,748,440","378,474,457,054",,,,
PAN Farm JSC.,PAN Farm JSC.,PAN Farm JSC.,"32,000,014,000","32,000,014,000","53,408,921,300","53,408,921,300",,,,
ConCung JSC.,ConCung JSC.,ConCung JSC.,"40,007,139,216","40,007,139,216","40,007,139,216","40,007,139,216",,,,
Other unlisted shares,Other unlisted shares,Other unlisted shares,"270,757,737,926","266,016,446,540","289,799,687,924","285,058,396,538",,,,
Unlisted bonds,Unlisted bonds,Unlisted bonds,"108,279,582,466","108,279,582,466","37,279,382,466","37,279,382,466",,,,
Total,Total,Total,"522,719,754,651","562,332,851,822","420,495,130,906","415,753,839,520",,,,
