row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ,% sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ,numeric__% sở hữu
Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Công ty TNHH Quản lý Quỹ SSI (SSIAM),Giấy phép Thành lập và Hoạt động số 19/UBCK-GP ngày 3 tháng 8 năm 2007 và giấy phép điều chỉnh gần nhất số 122/GPĐC-UBCK ngày 19 tháng 12 năm 2022.,Quản lý quỹ đầu tư chứng khoán và quản lý danh mục đầu tư chứng khoán,75 tỷ VND,100%,,,,1.0
Quỹ Đầu tư Thành viên SSI (SSI IMF),Quỹ Đầu tư Thành viên SSI (SSI IMF),Quỹ Đầu tư Thành viên SSI (SSI IMF),Thông báo về việc xác nhận thành lập quỹ thành viên số 130/TB-UBCK ngày 27 tháng 7 năm 2010 và giấy phép điều chỉnh gần nhất số 12/GCN-UBCK ngày 15 tháng 04 năm 2022.,"Đầu tư vào chứng khoán hoặc các dạng tài sản đầu tư khác, kể cả bất động sản","530,5 tỷ VND","76,15%",,,,0.7615000000000001
