row_label_raw,row_label_full,No.,Issued covered warrants,Cost,Fair value,Revaluation difference at the end of the year,Revaluation difference at the beginning of the year,Currency: VND Net gain/(loss) recorded this year,numeric__Issued covered warrants,numeric__Cost,numeric__Fair value,numeric__Revaluation difference at the end of the year,numeric__Revaluation difference at the beginning of the year,numeric__Currency: VND Net gain/(loss) recorded this year
,,,Covered warrants,Covered warrants,Covered warrants,Covered warrants,Covered warrants,Covered warrants,,,,,,
1,1,1,MWG/15M/SSI/C/EU/Cash-15,"20,493,190,471","16,767,644,000","3,725,546,471","(215,488,021)","3,941,034,492",,,,,,
2,2,2,HPG/6M/SSI/C/EU/Cash-17,"14,118,001,228","12,956,237,000","1,161,764,228",-,"1,161,764,228",,,,,,
3,3,3,MBB/15M/SSI/C/EU/Cash-15,"23,504,571,804","20,528,466,000","2,976,105,804","(233,657,612)","3,209,763,416",,,,,,
4,4,4,FPT/6M/SSI/C/EU/Cash-17,"29,801,698,399","36,714,015,000","(6,912,316,601)",-,"(6,912,316,601)",,,,,,
5,5,5,FPT/9M/SSI/C/EU/Cash-17,"33,021,508,053","43,026,830,000","(10,005,321,947)",-,"(10,005,321,947)",,,,,,
6,6,6,Other covered warrants,"97,431,635,526","71,718,081,000","25,713,554,526","49,444,186,426","(23,730,631,900)",,,,,,
,,,Total,"218,370,605,481","201,711,273,000","16,659,332,481","48,995,040,793","(32,335,708,312)",,,,,,
