row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,Chi phí môi giới chứng khoán,322.299.439.788,300.518.833.589,322299439788.0,300518833589.0
Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,Chi phí hoạt động lưu ký,41.393.115.080,41.922.402.416,41393115080.0,41922402416.0
Chi phí lượng và các khoản khác theo lượng,Chi phí lượng và các khoản khác theo lượng,Chi phí lượng và các khoản khác theo lượng,706.150.717.394,774.667.313.034,706150717394.0,774667313034.0
"Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN","Chi phí BHXH, BHYT, KPCĐ, BHTN",46.530.534.752,46.973.933.323,46530534752.0,46973933323.0
Chi phí vật tư vấn phòng,Chi phí vật tư vấn phòng,Chi phí vật tư vấn phòng,1.172.424.305,1.287.634.906,1172424305.0,1287634906.0
"Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ","Chi phí công cụ, dụng cụ",1.826.074.949,6.710.448.319,1826074949.0,6710448319.0
"Chi phí khấu hao TSCĐ, Bất động sản đầu tư","Chi phí khấu hao TSCĐ, Bất động sản đầu tư","Chi phí khấu hao TSCĐ, Bất động sản đầu tư",62.364.310.898,64.476.643.518,62364310898.0,64476643518.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,168.520.995,-,168520995.0,
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,364.377.531.807,361.851.331.398,364377531807.0,361851331398.0
Chi phí về vốn,Chi phí về vốn,Chi phí về vốn,9.551.117.268,58.131.534.006,9551117268.0,58131534006.0
Chi phí khác,Chi phí khác,Chi phí khác,95.893.536.511,63.973.224.245,95893536511.0,63973224245.0
Tổng cộng,Tổng cộng,Tổng cộng,1.651.727.323.747,1.720.513.298.754,1651727323747.0,1720513298754.0
