row_label_raw,row_label_full,col_0,Current year,Currency: VND Previous year,numeric__Current year,numeric__Currency: VND Previous year
Unrealized and realized loss from foreign exchange rate difference,Unrealized and realized loss from foreign exchange rate difference,Unrealized and realized loss from foreign exchange rate difference,"28,630,349,944","25,495,038,750",,
Interest expenses on short-term borrowing,Interest expenses on short-term borrowing,Interest expenses on short-term borrowing,"1,505,764,783,295","1,570,439,043,267",,
Other finance expenses,Other finance expenses,Other finance expenses,"40,529,004,768","41,713,608,024",,
Total,Total,Total,"1,574,924,138,007","1,637,647,690,041",,
