row_label_raw,row_label_full,col_0,Overdue (includingprovisioned balance),On demand,Less than 1 year,1 – 5 years,Over 5 years,Total,numeric__Overdue (includingprovisioned balance),numeric__On demand,numeric__Less than 1 year,numeric__1 – 5 years,numeric__Over 5 years,numeric__Total
31 December 2024,31 December 2024,31 December 2024,31 December 2024,31 December 2024,31 December 2024,31 December 2024,31 December 2024,31 December 2024,,,,,,
ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,ASSETS,,,,,,
Cash and cash equivalents,Cash and cash equivalents,Cash and cash equivalents,-,"208,969,991,625","30,030,246,575",-,-,"239,000,238,200",,,,,,
Financial assets,Financial assets,Financial assets,"119,538,853","43,183,738,228,278","25,709,100,176,362","323,581,505,502","1,302,025,163,885","70,518,564,612,880",,,,,,
FVTPL financial assets,FVTPL financial assets,FVTPL financial assets,-,"42,438,121,481,401",-,-,-,"42,438,121,481,401",,,,,,
HTM investments,HTM investments,HTM investments,-,-,"3,893,901,724,895","323,581,505,502","614,534,757,754","4,832,017,988,151",,,,,,
Loans,Loans,Loans,"119,538,853","183,283,895,055","21,815,198,451,467",-,-,"21,998,601,885,375",,,,,,
Available-for-sale financial assets,Available-for-sale financial assets,Available-for-sale financial assets,-,"562,332,851,822",-,-,-,"562,332,851,822",,,,,,
Long-term investments,Long-term investments,Long-term investments,-,-,-,-,"687,490,406,131","687,490,406,131",,,,,,
Other assets,Other assets,Other assets,"233,107,374,374","954,710,254,006","1,650,000,000","618,974,009,070","200,196,436,698","2,008,638,074,148",,,,,,
"Deposits, collaterals and pledges","Deposits, collaterals and pledges","Deposits, collaterals and pledges",-,"31,977,385,712",-,-,-,"31,977,385,712",,,,,,
Other receivables,Other receivables,Other receivables,"233,107,374,374","806,163,596,359","1,650,000,000",-,-,"1,040,920,970,733",,,,,,
Other assets,Other assets,Other assets,-,"116,569,271,935",-,-,-,"116,569,271,935",,,,,,
Fixed assets (including construction inprogress),Fixed assets (including construction inprogress),Fixed assets (including construction inprogress),-,-,-,"618,974,009,070","200,196,436,698","819,170,445,768",,,,,,
Total,Total,Total,"233,226,913,227","44,347,418,473,909","25,740,780,422,937","942,555,514,572","1,502,221,600,583","72,766,202,925,228",,,,,,
LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,LIABILITIES,,,,,,
Short-term borrowings,Short-term borrowings,Short-term borrowings,-,"2,490,984,699,137","43,010,985,000,000",-,-,"45,501,969,699,137",,,,,,
Payables for securities transaction activities,Payables for securities transaction activities,Payables for securities transaction activities,-,"26,172,361,106","201,664,143,000","47,130,000",-,"227,883,634,106",,,,,,
Accrued expenses,Accrued expenses,Accrued expenses,-,"12,244,767,009","55,602,410,419",-,-,"67,847,177,428",,,,,,
Statutory obligation,Statutory obligation,Statutory obligation,-,"201,293,124,495",-,-,-,"201,293,124,495",,,,,,
Other liabilities,Other liabilities,Other liabilities,-,"572,654,363,193",-,-,-,"572,654,363,193",,,,,,
Total,Total,Total,-,"3,303,349,314,940","43,268,251,553,419","47,130,000",-,"46,571,647,998,359",,,,,,
Net liquidity difference,Net liquidity difference,Net liquidity difference,"233,226,913,227","41,044,069,158,969","(17,527,471,130,482)","942,508,384,572","1,502,221,600,583","26,194,554,926,869",,,,,,
