row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Tam ứng,Tam ứng,Tam ứng,20.927.597.892,18.625.123.377,20927597892.0,18625123377.0
"Vật tư vấn phòng, công cụ, dụng cụ","Vật tư vấn phòng, công cụ, dụng cụ","Vật tư vấn phòng, công cụ, dụng cụ",595.758.696,1.451.468.687,595758696.0,1451468687.0
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,54.860.667.972,63.304.503.778,54860667972.0,63304503778.0
"- Chi phí trả trước mua công cụ,vật liệu văn phòng","- Chi phí trả trước mua công cụ,vật liệu văn phòng","- Chi phí trả trước mua công cụ,vật liệu văn phòng",94.560.412,1.125.098.215,94560412.0,1125098215.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,54.766.107.560,62.179.405.563,54766107560.0,62179405563.0
"Cảm cố, thể chấp, ký cược, ký quỹ ngắn hạn","Cảm cố, thể chấp, ký cược, ký quỹ ngắn hạn","Cảm cố, thể chấp, ký cược, ký quỹ ngắn hạn",772.112.130,244.890.400,772112130.0,244890400.0
Thuế và các khoản phải thu Nhà nước(Thuyết minh số 24),Thuế và các khoản phải thu Nhà nước(Thuyết minh số 24),Thuế và các khoản phải thu Nhà nước(Thuyết minh số 24),55.944.865,-,55944865.0,
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,41.677.606.234,12.393.462.568,41677606234.0,12393462568.0
- Tiền gửi ký quỹ phải sinh củaCông ty chứng khoán,- Tiền gửi ký quỹ phải sinh củaCông ty chứng khoán,- Tiền gửi ký quỹ phải sinh củaCông ty chứng khoán,40.692.735.334,11.420.466.668,40692735334.0,11420466668.0
- Khác,- Khác,- Khác,984.870.900,972.995.900,984870900.0,972995900.0
Tổng cộng,Tổng cộng,Tổng cộng,118.889.687.789,96.019.448.810,118889687789.0,96019448810.0
