row_label_raw,row_label_full,Thuế TNDN hoãn lại phát sinh do trích lập dự phòng chứng khoán chưa niêm yết không được khấu trừ thuế trong năm > Thuế TNDN hoãn lại phát sinh do trích lập dự phòng suy giảm giá trị các khoản cho vay,Năm nay > (4.627.367.510) > 3.514.816,Đơn vị tính: VNDNăm trước > (180.350.982) > 3.773.711,numeric__Năm nay > (4.627.367.510) > 3.514.816,numeric__Đơn vị tính: VNDNăm trước > (180.350.982) > 3.773.711
Thuế TNDN hoãn lại phát sinh do khoản (thu nhập)/chi phí phát sinh tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản (thu nhập)/chi phí phát sinh tạm thời chịu thuế,Thuế TNDN hoãn lại phát sinh do khoản (thu nhập)/chi phí phát sinh tạm thời chịu thuế,(328.150.696),1.739.974.952,-328150696.0,1739974952.0
Thuế TNDN hoãn lại từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Thuế TNDN hoãn lại từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,Thuế TNDN hoãn lại từ lợi nhuận của công ty con tạm thời không chịu thuế TNDN,4.747.979.751,882.366.520,4747979751.0,882366520.0
Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng/giảm tài sản tài chính FVTPL và đánh giá giảm phải trả chứng quyền,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng/giảm tài sản tài chính FVTPL và đánh giá giảm phải trả chứng quyền,Thuế TNDN hoãn lại phát sinh do phần đánh giá tăng/giảm tài sản tài chính FVTPL và đánh giá giảm phải trả chứng quyền,4.101.139.488,8.293.611.355,4101139488.0,8293611355.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,3.897.115.849,10.739.375.556,3897115849.0,10739375556.0
