row_label_raw,row_label_full,Financial assets,Ending balance,Ending balance_1,Ending balance_2,Ending balance_3,Opening balance,Opening balance_1,Opening balance_2,Opening balance_3,numeric__Ending balance,numeric__Ending balance_1,numeric__Ending balance_2,numeric__Ending balance_3,numeric__Opening balance,numeric__Opening balance_1,numeric__Opening balance_2,numeric__Opening balance_3
Financial assets,Financial assets,Financial assets,Cost,Revaluation difference,Revaluation difference,Revaluated value,Cost,Revaluation difference,Revaluation difference,Revaluated value,,,,,,,,
Financial assets,Financial assets,Financial assets,Cost,Increase,Decrease,Revaluated value,Cost,Increase,Decrease,Revaluated value,,,,,,,,
FVTPL,FVTPL,FVTPL,"42,619,611,622,865","56,638,638,355","(238,128,779,819)","42,438,121,481,401","44,176,882,653,760","18,708,722,741","(123,438,201,813)","44,072,153,174,688",,,,,,,,
Listed shares and other listed securities,Listed shares and other listed securities,Listed shares and other listed securities,"1,613,732,331,633","28,225,058,045","(17,961,510,014)","1,623,995,879,664","1,014,775,945,689","3,592,408,983","(11,571,279,866)","1,006,797,074,806",,,,,,,,
Listed shares used as hedging for covered warrants,Listed shares used as hedging for covered warrants,Listed shares used as hedging for covered warrants,"968,809,795,708","28,385,827,886","(2,698,942,144)","994,496,681,450","493,864,555,823","5,048,744,720","(5,219,064,443)","493,694,236,100",,,,,,,,
Unlisted shares and fund certificates,Unlisted shares and fund certificates,Unlisted shares and fund certificates,"70,306,080,610",-,"(20,818,797,929)","49,487,282,681","263,186,085,662","7,669,708,296","(19,810,683,145)","251,045,110,813",,,,,,,,
Listed bonds,Listed bonds,Listed bonds,"6,188,270,963,139","27,752,424","(196,649,529,732)","5,991,649,185,831","1,733,873,492,548","2,397,860,742","(86,837,174,359)","1,649,434,178,931",,,,,,,,
Unlisted bonds,Unlisted bonds,Unlisted bonds,"9,041,780,224,727",-,-,"9,041,780,224,727","10,680,989,784,540",-,-,"10,680,989,784,540",,,,,,,,
Certificates of deposit,Certificates of deposit,Certificates of deposit,"24,736,712,227,048",-,-,"24,736,712,227,048","29,990,192,789,498",-,-,"29,990,192,789,498",,,,,,,,
AFS,AFS,AFS,"522,719,754,651","44,354,388,557","(4,741,291,386)","562,332,851,822","420,495,130,906",-,"(4,741,291,386)","415,753,839,520",,,,,,,,
Unlisted shares registered for trading on the UPCoM,Unlisted shares registered for trading on the UPCoM,Unlisted shares registered for trading on the UPCoM,"71,675,281,043","44,354,388,557",-,"116,029,669,600",-,-,-,-,,,,,,,,
Other unlisted shares,Other unlisted shares,Other unlisted shares,"342,764,891,142",-,"(4,741,291,386)","338,023,599,756","383,215,748,440",-,"(4,741,291,386)","378,474,457,054",,,,,,,,
Unlisted bonds,Unlisted bonds,Unlisted bonds,"108,279,582,466",-,-,"108,279,582,466","37,279,382,466",-,-,"37,279,382,466",,,,,,,,
Total,Total,Total,"43,142,331,377,516","100,993,026,912","(242,870,071,205)","43,000,454,333,223","44,597,377,784,666","18,708,722,741","(128,179,493,199)","44,487,907,014,208",,,,,,,,
