row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước (trình bày lại),numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước (trình bày lại)
,,,III. DOANH THU HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
41,41,41,1. Chênh lệch lãi tỷ giá hối đoái đã và chưa thực hiện,,30.498.178.260,8.171.970.366,,,30498178260.0,8171970366.0
42,42,42,"2. Doanh thu, dự thu cổ tức, lãi tiền gửi không cố định",,36.281.799.525,27.414.204.319,,,36281799525.0,27414204319.0
44,44,44,3. Doanh thu khác về đầu tự,,112.515.933.616,87.717.734.435,,,112515933616.0,87717734435.0
50,50,50,Cộng doanh thu hoạt động tài chính,36,179.295.911.401,123.303.909.120,,36.0,179295911401.0,123303909120.0
,,,IV. CHI PHÍ TÀI CHÍNH,,,,,,,
51,51,51,1. Chênh lệch lỗ tỷ giá hối đoái đã và chưa thực hiện,,28.630.349.944,25.495.038.750,,,28630349944.0,25495038750.0
52,52,52,2. Chi phí lãi vay,,1.505.764.783.295,1.570.439.043.267,,,1505764783295.0,1570439043267.0
55,55,55,3. Chi phí tài chính khác,,40.529.004.768,41.713.608.024,,,40529004768.0,41713608024.0
60,60,60,Cộng chi phí tài chính,37,1.574.924.138.007,1.637.647.690.041,,37.0,1574924138007.0,1637647690041.0
62,62,62,VI. CHI PHÍ QUẢN LÝ,38,301.749.636.986,361.707.269.173,,38.0,301749636986.0,361707269173.0
70,70,70,VII.KẾT QUẢ HOẠT ĐỘNG,,3.543.940.102.934,2.847.076.233.587,,,3543940102934.0,2847076233587.0
,,,VIII.THU NHẬP KHÁC VÀ CHI PHÍ KHÁC,,,,,,,
71,71,71,Thu nhập khác,,2.504.237.662,2.414.205.998,,,2504237662.0,2414205998.0
72,72,72,Chi phí khác,,2.916.856.934,923.469.392,,,2916856934.0,923469392.0
80,80,80,Cộng kết quả hoạt động khác,39,(412.619.272),1.490.736.606,,39.0,-412619272.0,1490736606.0
90,90,90,IX. TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ,,3.543.527.483.662,2.848.566.970.193,,,3543527483662.0,2848566970193.0
91,91,91,Lợi nhuận đã thực hiện,,3.639.803.446.398,2.779.261.044.973,,,3639803446398.0,2779261044973.0
92,92,92,Lợi nhuận chưa thực hiện,,(96.275.962.736),69.305.925.220,,,-96275962736.0,69305925220.0
100,100,100,X. CHI PHÍ THUẾ THU NHẬP DOANH NGHIỆP (TNDN),40,698.418.450.990,554.094.148.635,,40.0,698418450990.0,554094148635.0
100.1,100.1,100.1,Chi phí thuế TNDN hiện hành,40.1,694.521.335.141,543.354.773.079,,401.0,694521335141.0,543354773079.0
100.2,100.2,100.2,Chi phí thuế TNDN hoãn lại,40.2,3.897.115.849,10.739.375.556,,402.0,3897115849.0,10739375556.0
200,200,200,XI. LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN,,2.845.109.032.672,2.294.472.821.558,,,2845109032672.0,2294472821558.0
201,201,201,1. Lợi nhuận sau thuế phân bổ cho chủ sở hữu,,2.835.023.120.364,2.134.608.899.616,,,2835023120364.0,2134608899616.0
202,202,202,2. Lợi nhuận sau thuế trích các Quỹ,,-,158.172.485.800,,,,158172485800.0
203,203,203,3. Lợi nhuận thuần phân bổ cho lợi ích của cổ đông không kiểm soát,,10.085.912.308,1.691.436.142,,,10085912308.0,1691436142.0
