row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Ending balance,Beginning balance,,
Value added tax,Value added tax,Value added tax,"997,499,145","328,996,265",,
Corporate income tax,Corporate income tax,Corporate income tax,"134,844,586,449","289,075,048,638",,
Personal income tax,Personal income tax,Personal income tax,"57,509,447,511","59,736,381,284",,
Other taxes (include foreign contractor tax),Other taxes (include foreign contractor tax),Other taxes (include foreign contractor tax),"7,941,591,390","10,685,832,762",,
Total,Total,Total,"201,293,124,495","359,826,258,949",,
