row_label_raw,row_label_full,Code,ITEMS,Notes,Current year,Previous year,numeric__ITEMS,numeric__Notes,numeric__Current year,numeric__Previous year
,,,I. Cash flows from brokerage and trust activities of customers,,,,,,,
01,01,01,1. Cash receipts from disposal of brokerage securities of customers,,"449,336,215,398,707","380,868,384,994,775",,,,
02,02,02,2. Cash payments for acquisition of brokerage securities of customers,,"(444,343,728,388,120)","(379,889,809,880,084)",,,,
07,07,07,3. Cash receipts for settlement of securities transactions of customers,,"581,410,978,507,937","766,740,202,121,714",,,,
07.1,07.1,07.1,4. Investors' deposits at VSD (increase/(decrease)),,"(240,805,847,823)","(163,105,183,983)",,,,
08,08,08,5. Cash payment for securities transactions of customers,,"(581,684,572,492,842)","(762,482,646,453,989)",,,,
11,11,11,6. Cash payment for custodian fees of customers,,"(33,160,796,182)","(33,802,031,530)",,,,
14,14,14,7. Cash receipt from securities issuers,,"2,538,228,142,100","1,472,963,417,200",,,,
15,15,15,8. Cash payment to securities issuers,,"(7,316,490,759,555)","(5,952,857,475,556)",,,,
20,20,20,Net (decrease)/increase in cash during the year,,"(333,336,235,778)","559,329,508,547",,,,
30,30,30,II. Cash and cash equivalents of customers at the beginning of the year,,"5,274,737,029,714","4,715,407,521,167",,,,
31,31,31,Cash at banks at the beginning of the year:,,"5,274,737,029,714","4,715,407,521,167",,,,
32,32,32,- Investors' deposits managed by the Company for securities trading activities,,"5,166,309,968,071","4,701,021,068,513",,,,
32,32,32,In which: Investors' deposits at VSD,,"523,311,148,651","686,416,332,634",,,,
33,33,33,- Investors' synthesizing deposits for securities trading activities,,"9,364,816,809","9,594,783,385",,,,
35,35,35,- Deposits of securities issuers,,"99,062,244,834","4,791,669,269",,,,
