row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng",,,,,,,
01,01,01,1. Tiền thu bán chứng khoán môi giới cho khách hàng,,449.336.215.398.707,380.868.384.994.775,,,449336215398707.0,380868384994775.0
02,02,02,2. Tiền chỉ mua chứng khoán môi giới cho khách hàng,,(444.343.728.388.120),(379.889.809.880.084),,,-444343728388120.0,-379889809880084.0
07,07,07,3. Nhận tiền gửi để thanh toán giao dịch chứng khoán của khách hàng,,581.410.978.507.937,766.740.202.121.714,,,581410978507937.0,766740202121714.0
07.1,07.1,07.1,4. Tiền gửi ký quỹ của Nhà đầu tư tại VSD (tăng/(giảm)),,(240.805.847.823),(163.105.183.983),,,-240805847823.0,-163105183983.0
08,08,08,5. Chi trả thanh toán giao dịch chứng khoán của khách hàng,,(581.684.572.492.842),(762.482.646.453.989),,,-581684572492842.0,-762482646453989.0
11,11,11,6. Chi trả phí lưu ký chứng khoán của khách hàng,,(33.160.796.182),(33.802.031.530),,,-33160796182.0,-33802031530.0
14,14,14,7. Tiền thu của Tổ chức phát hành chứng khoán,,2.538.228.142.100,1.472.963.417.200,,,2538228142100.0,1472963417200.0
15,15,15,8. Tiền chi trả Tổ chức phát hành chứng khoán,,(7.316.490.759.555),(5.952.857.475.556),,,-7316490759555.0,-5952857475556.0
20,20,20,(Giảm)/tăng tiền thuần trong năm,,(333.336.235.778),559.329.508.547,,,-333336235778.0,559329508547.0
30,30,30,II. Tiền và các khoản tương đương tiền đầu năm của khách hàng,,5.274.737.029.714,4.715.407.521.167,,,5274737029714.0,4715407521167.0
31,31,31,Tiền gửi ngân hàng đầu năm:,,5.274.737.029.714,4.715.407.521.167,,,5274737029714.0,4715407521167.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,5.166.309.968.071,4.701.021.068.513,,,5166309968071.0,4701021068513.0
,,,Trong đó: Tiền gửi ký quỹ của Nhà đầu tư tại VSD,,523.311.148.651,686.416.332.634,,,523311148651.0,686416332634.0
33,33,33,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,9.364.816.809,9.594.783.385,,,9364816809.0,9594783385.0
35,35,35,- Tiền gửi của Tổ chức phát hành,,99.062.244.834,4.791.669.269,,,99062244834.0,4791669269.0
