row_label_raw,row_label_full,col_0,Current year,Currency: VNDPrevious year,numeric__Current year,numeric__Currency: VNDPrevious year
Opening balance,Opening balance,Opening balance,"649,680,042,038","616,604,962,209",,
Adjustment made due to change in ownership rate of associates in their subsidiaries,Adjustment made due to change in ownership rate of associates in their subsidiaries,Adjustment made due to change in ownership rate of associates in their subsidiaries,"(15,437,694,390)",-,,
Gain from associates recognized in the consolidated income statement during the year,Gain from associates recognized in the consolidated income statement during the year,Gain from associates recognized in the consolidated income statement during the year,"66,539,454,983","33,075,079,829",,
- Share of gain during the year,- Share of gain during the year,- Share of gain during the year,"66,539,454,983","33,075,079,829",,
Dividends received,Dividends received,Dividends received,"(13,291,396,500)",-,,
Ending balance,Ending balance,Ending balance,"687,490,406,131","649,680,042,038",,
