row_label_raw,row_label_full,Tên công ty,Được thành lập theo,Ngành hoạt động,Vốn điều lệ (VND),Hình thức sở hữu,numeric__Được thành lập theo,numeric__Ngành hoạt động,numeric__Vốn điều lệ (VND),numeric__Hình thức sở hữu
Công ty Cổ phần Tập đoàn PAN (PAN),Công ty Cổ phần Tập đoàn PAN (PAN),Công ty Cổ phần Tập đoàn PAN (PAN),"Giấy Chứng nhận Đăng ký Doanh nghiệp Công ty cổ phần số 0301472704 ngày 20 tháng 12 năm 2017 do Sở Kế hoạch và Đầu tư tỉnh Long An cấp và các Giấy chứng nhận điều chỉnh tiếp theo. Ban đầu, Công ty hoạt động theo Giấy Chứng nhận Đăng ký Kinh doanh số 4103003790 do Sở Kế hoạch và Đầu tư Thành phố Hồ Chí Minh cấp ngày 31 tháng 8 năm 2005.","Trồng trot, chăn nuôi hỗn hợp; Hoạt động dịch vụ chăn nuôi; Dịch vụ sau thu hoạch; và Hoạt động dịch vụ trồng trot; Dịch vụ vệ sinh nhà cửa; Tư vấn đầu tư (trừ tư vấn tài chính); Dịch vụ tư vấn quản lý (trừ tư vấn tài chính, kinh tế, pháp luật); Dịch vụ nghiên cứu thị trường.",2.162.945.800.000,Trực tiếp,,,2162945800000.0,
Quỹ Đầu tư công nghệ số và Y tế Việt Nam,Quỹ Đầu tư công nghệ số và Y tế Việt Nam,Quỹ Đầu tư công nghệ số và Y tế Việt Nam,Giấy Chứng nhận Đăng ký lập quỹ thành viên số 38/GCN-UBCK do Chủ tịch Ủy ban chứng khoán nhà nước cấp ngày 29 tháng 09 năm 2021 và giấy chứng nhận điều chỉnh số 53/GCN-UBCK ngày 15 tháng 05 năm 2023.,Đầu tư vào chứng khoán hoặc các dạng tài sản đầu tư khác.,50.000.000.000,Trực tiếp,,,50000000000.0,
