row_label_raw,row_label_full,col_0,Current year,Currency: VNDPrevious year,numeric__Current year,numeric__Currency: VNDPrevious year
Revenue from leasing assets,Revenue from leasing assets,Revenue from leasing assets,"8,110,698,660","7,875,070,998",,
Revenue from fund management and trusted portfolio management,Revenue from fund management and trusted portfolio management,Revenue from fund management and trusted portfolio management,"122,711,400,785","116,264,495,908",,
Revenue from the sale of subsidiary's investment properties,Revenue from the sale of subsidiary's investment properties,Revenue from the sale of subsidiary's investment properties,"91,980,000,000","51,995,925,000",,
Other revenues (*),Other revenues (*),Other revenues (*),"94,996,752,000","132,274,175,200",,
Total,Total,Total,"317,798,851,445","308,409,667,106",,
