row_label_raw,row_label_full,Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đang thực hiện > Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đã hoàn thành,Năm nay > 6.453.108.649.117 > 2.796.255.859.812,VNDNăm trước > 3.313.026.254.512 > 1.597.751.883.734,numeric__Năm nay > 6.453.108.649.117 > 2.796.255.859.812,numeric__VNDNăm trước > 3.313.026.254.512 > 1.597.751.883.734
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,9.249.364.508.929,4.910.778.138.246,9249364508929.0,4910778138246.0
Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày cuối năm,7.721.126.331.479,6.665.032.184.953,7721126331479.0,6665032184953.0
