row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VND Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VND Năm trước
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,Công ty liên kết,Chi phí thầu phụ Góp vốn Cho vay Cung cấp dịch vụ Lãi cho vay Khác,144.584.177.791 17.421.260.000 5.100.000.000,216.291.493.345 - 13.100.000.000,,,,
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,Công ty liên kết,Chi phí thầu phụ Góp vốn Cho vay Cung cấp dịch vụ Lãi cho vay Khác,59.925.000 26.190.108 592.204.538,- 43.944.445 366.016.152,,,,
Công ty Du lịch Hòa Bình,Công ty Cổ phần > Công ty Du lịch Hòa Bình,Công ty Du lịch Hòa Bình,Bên liên quan,Thu nhập cổ tức,750.000.000,247.198.500,,,750000000.0,247198500.0
Công ty Cổ phần Việt Ta Living,Công ty Cổ phần > Công ty Cổ phần Việt Ta Living,Công ty Cổ phần Việt Ta Living,Bên liên quan,Cung cấp dịch vụ xây dựng,-,610.592.409,,,,610592409.0
