row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,18.573.801.099,29.781.451.767,18573801099.0,29781451767.0
Lãi chậm thanh toán,Lãi chậm thanh toán,Lãi chậm thanh toán,5.371.448.628,25.638.505.754,5371448628.0,25638505754.0
"Lãi từ thanh lý công cụ, dụng cụ","Lãi từ thanh lý công cụ, dụng cụ","Lãi từ thanh lý công cụ, dụng cụ",4.148.484.705,-,4148484705.0,
Tiền đặt cọc nhận được do khách hàng hủy hợp đồng,Tiền đặt cọc nhận được do khách hàng hủy hợp đồng,Tiền đặt cọc nhận được do khách hàng hủy hợp đồng,1.788.807.313,-,1788807313.0,
Khác,Khác,Khác,7.265.060.453,4.142.946.013,7265060453.0,4142946013.0
Chi phí khác,Chi phí khác,Chi phí khác,(7.279.920.311),(22.897.800.545),-7279920311.0,-22897800545.0
Lỗ từ thanh lý tài sản cố định,Lỗ từ thanh lý tài sản cố định,Lỗ từ thanh lý tài sản cố định,(2.121.995.113),(2.698.278.196),-2121995113.0,-2698278196.0
Xóa số phải thu lãi trả chậm,Xóa số phải thu lãi trả chậm,Xóa số phải thu lãi trả chậm,-,(12.416.689.791),,-12416689791.0
"Lỗ từ thanh lý công cụ, dụng cụ","Lỗ từ thanh lý công cụ, dụng cụ","Lỗ từ thanh lý công cụ, dụng cụ",-,(3.073.839.282),,-3073839282.0
Khác,Khác,Khác,(5.157.925.198),(4.708.993.276),-5157925198.0,-4708993276.0
LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,LỢI NHUẬN KHÁC,11.293.880.788,6.883.651.222,11293880788.0,6883651222.0
