row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,715.272.084.852,120.466.489.327,,,715272084852.0,120466489327.0
02,02,02,Khấu hao và hao mòn tài sản cố định,"14, 15, 17",157.206.663.512,95.597.202.382,,,157206663512.0,95597202382.0
03,03,03,Dự phòng (hoàn nhập dự phòng),,163.724.974.346,(34.306.080.987),,,163724974346.0,-34306080987.0
04,04,04,Chênh lệch tỉ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,,108.777.887,135.631.177,,,108777887.0,135631177.0
05,05,05,Lãi từ hoạt động đầu tư,,(80.929.670.366),(89.676.164.974),,,-80929670366.0,-89676164974.0
06,06,06,Chi phí lãi vay,29,145.159.759.539,129.763.438.392,,29.0,145159759539.0,129763438392.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,1.100.542.589.770,221.980.515.317,,,1100542589770.0,221980515317.0
09,09,09,Tăng các khoản phải thu,,(2.538.261.965.728),(947.097.394.519),,,-2538261965728.0,-947097394519.0
10,10,10,Tăng hàng tồn kho,,(64.749.364.423),(356.818.039.196),,,-64749364423.0,-356818039196.0
11,11,11,Tăng các khoản phải trả,,2.293.750.929.863,1.381.313.332.219,,,2293750929863.0,1381313332219.0
12,12,12,Tăng chi phí trả trước,,(58.976.358.215),(107.762.903.501),,,-58976358215.0,-107762903501.0
14,14,14,Tiền lãi vay đã trả,,(142.180.746.543),(132.049.580.373),,,-142180746543.0,-132049580373.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,,(75.767.242.599),(38.095.548.900),,,-75767242599.0,-38095548900.0
16,16,16,Tiền thu khác từ hoạt động kinh doanh,,14.590.146.226,13.786.724.495,,,14590146226.0,13786724495.0
17,17,17,Tiền chi khác cho hoạt động kinh doanh,,(199.727.655.838),(67.512.772.879),,,-199727655838.0,-67512772879.0
20,20,20,Lưu chuyển tiền thuần từ (sử dụng vào) hoạt động kinh doanh,,329.220.332.513,(32.255.667.337),,,329220332513.0,-32255667337.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định",,(601.825.679.069),(373.874.242.875),,,-601825679069.0,-373874242875.0
22,22,22,Tiền thu từ thanh lý tài sản cố định,,3.953.017.110,7.918.715.237,,,3953017110.0,7918715237.0
23,23,23,"Tiền gửi tiết kiệm, chi cho vay",,(454.850.633.774),(325.527.919.687),,,-454850633774.0,-325527919687.0
24,24,24,Tiền thu hồi cho vay,,27.904.273.477,350.909.156.550,,,27904273477.0,350909156550.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về),,(119.161.885.839),(5.267.540.327),,,-119161885839.0,-5267540327.0
27,27,27,Tiền lãi và cổ tức nhận được,,130.996.161.766,35.818.424.189,,,130996161766.0,35818424189.0
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(1.012.984.746.329),(310.023.406.913),,,-1012984746329.0,-310023406913.0
