row_label_raw,row_label_full,Tên công ty,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
Tên công ty,Tên công ty,Tên công ty,Tỷ lệ sở hữu (%),Giá gốc (VND),Dự phòng (VND),Tỷ lệ sở hữu (%),Giá gốc (VND),Dự phòng (VND),,,,,,
Công ty Cổ phầnKhu Công nghiệpThành ThànhCông (*),Tên công ty > Công ty Cổ phầnKhu Công nghiệpThành ThànhCông (*),Công ty Cổ phầnKhu Công nghiệpThành ThànhCông (*),"11,15",412.521.636.000,-,"14,59",527.521.636.000,-,11.15,412521636000.0,,14.59,527521636000.0,
Công ty Cổ phầnThương mại vàXây dựng PhướcTân,Tên công ty > Công ty Cổ phầnThương mại vàXây dựng PhướcTân,Công ty Cổ phầnThương mại vàXây dựng PhướcTân,"19,88",311.215.800.000,-,"19,88",311.215.800.000,-,19.88,311215800000.0,,19.88,311215800000.0,
Công tyĐặng Huỳnh,Tên công ty > Công tyĐặng Huỳnh,Công tyĐặng Huỳnh,"1,52",43.350.000.000,-,"1,52",43.350.000.000,-,1.52,43350000000.0,,1.52,43350000000.0,
Công ty Cổ phầnNội thất 68,Tên công ty > Công ty Cổ phầnNội thất 68,Công ty Cổ phầnNội thất 68,"8,00",1.600.000.000,(773.618.368),"8,00",1.600.000.000,(659.775.391),8.0,1600000000.0,-773618368.0,8.0,1600000000.0,-659775391.0
Công ty Xây dựng Đầu tưHùng Anh,Tên công ty > Công ty Xây dựng Đầu tưHùng Anh,Công ty Xây dựng Đầu tưHùng Anh,"0,62",14.951.584,-,"0,62",14.951.584,-,0.62,14951584.0,,0.62,14951584.0,
TỔNG CỘNG,Tên công ty > TỔNG CỘNG,TỔNG CỘNG,,768.702.387.584,(773.618.368),,883.702.387.584,(659.775.391),,768702387584.0,-773618368.0,,883702387584.0,-659775391.0
